blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Caitlyn	Gragas	Taliyah	Thresh	Jayce	Tristana	Maokai	Corki	Rakan	Cho'gath	Cassiopeia	LeBlanc	Zac	Elise	Jarvan IV	Kalista	Galio	Sejuani	Jax	Lucian	LCK	1
Ashe	Gragas	Cassiopeia	Morgana	Cho'gath	Xayah	Zac	Syndra	Janna	Gnar	Rakan	Tristana	Orianna	Sejuani	Tahm Kench	Kalista	Jarvan IV	Elise	Varus	Sivir	EULCS	0
Ashe	Gragas	LeBlanc	Taric	Cho'gath	Xayah	Rengar	Orianna	Blitzcrank	Gnar	Rakan	Tristana	Cassiopeia	Sejuani	Zac	Kalista	Jarvan IV	Elise	Sivir	Varus	EULCS	0
Ashe	Elise	Syndra	Rakan	Camille	Xayah	Gragas	Galio	Morgana	Gnar	Thresh	Orianna	Lucian	Tahm Kench	Alistar	Kalista	Jarvan IV	Tristana	Sivir	Cho'gath	EULCS	1
Ashe	Gragas	Syndra	Trundle	Jarvan IV	Jhin	Sejuani	Orianna	Alistar	Cho'gath	Rakan	Gnar	Elise	Thresh	Taric	Kalista	Tristana	Xayah	Tahm Kench	Blitzcrank	EULCS	1
Xayah	Maokai	Viktor	Rakan	Jax	Kog'Maw	Gragas	Cassiopeia	Alistar	Gnar	Jarvan IV	Tristana	Twitch	Tahm Kench	Morgana	Zac	Kalista	Aurelion Sol	Orianna	Sejuani	NALCS	0
Kog'Maw	Sejuani	Cassiopeia	Alistar	Shen	Xayah	Gragas	Vel'koz	Rakan	Cho'gath	Aurelion Sol	Viktor	Orianna	Gnar	Jax	Jarvan IV	Zac	Kalista	Tahm Kench	Morgana	NALCS	1
Kog'Maw	Gragas	Lucian	Tahm Kench	Jarvan IV	Xayah	Sejuani	Corki	Rakan	Shen	Aurelion Sol	Viktor	Orianna	Gnar	Jax	Zac	Kalista	Cassiopeia	Alistar	Cho'gath	NALCS	1
Tristana	Nunu	Cassiopeia	Thresh	Trundle	Sivir	Sejuani	Orianna	Alistar	Cho'gath	Caitlyn	Galio	Gragas	Twitch	Kog'Maw	Kalista	Jarvan IV	Rakan	Gnar	Zac	EULCS	0
Varus	Sejuani	Cassiopeia	Braum	Jarvan IV	Ashe	Gragas	Orianna	Tahm Kench	Cho'gath	Tristana	Elise	Rakan	Thresh	Trundle	Kalista	Galio	Gnar	Alistar	Sivir	EULCS	1
Ashe	Gragas	Syndra	Thresh	Cho'gath	Varus	Sejuani	Cassiopeia	Tahm Kench	Gnar	Galio	Caitlyn	Jarvan IV	Sivir	Alistar	Kalista	Rakan	Tristana	Morgana	Trundle	EULCS	0
Tristana	Gragas	Kassadin	Thresh	Shen	Kalista	Jarvan IV	Taliyah	Blitzcrank	Renekton	Twitch	Cassiopeia	Zac	Syndra	Orianna	Ashe	Rakan	Maokai	Cho'gath	LeBlanc	NALCS	1
Twitch	Nunu	Syndra	Thresh	Maokai	Kog'Maw	Gragas	Cassiopeia	Braum	Jarvan IV	LeBlanc	Ashe	Rakan	Cho'gath	Galio	Zac	Kalista	Tristana	Renekton	Orianna	NALCS	0
Xayah	Elise	Taliyah	Thresh	Jarvan IV	Kog'Maw	Rek'Sai	Cassiopeia	Braum	Maokai	LeBlanc	Rakan	Ashe	Kassadin	Renekton	Zac	Tristana	Kalista	Jayce	Orianna	NALCS	1
Xayah	Jarvan IV	Taliyah	Thresh	Maokai	Kog'Maw	Gragas	Lucian	Braum	Cho'gath	LeBlanc	Rakan	Ashe	Renekton	Kassadin	Zac	Tristana	Kalista	Elise	Cassiopeia	NALCS	0
Draven	Olaf	Taliyah	Janna	Maokai	Xayah	Zac	Orianna	Rakan	Gnar	Syndra	Cho'gath	Gragas	Trundle	Jarvan IV	Rumble	Galio	Kalista	Twitch	Poppy	LCK	1
Tristana	Sejuani	Galio	Thresh	Gnar	Xayah	Jarvan IV	Corki	Rakan	Maokai	Rumble	Zac	Taliyah	Malzahar	Olaf	Cho'gath	Gragas	Kalista	Trundle	Syndra	LCK	0
Xayah	Olaf	Orianna	Rakan	Gnar	Tristana	Jax	Galio	Taric	Jarvan IV	Syndra	Cho'gath	Gragas	Alistar	Thresh	Rumble	Maokai	Kalista	Trundle	Malzahar	LCK	0
Caitlyn	Jarvan IV	Galio	Thresh	Gnar	Tristana	Gragas	Corki	Tahm Kench	Sion	Syndra	Cho'gath	Xayah	Alistar	Taric	Rumble	Maokai	Kalista	Sejuani	Kog'Maw	LCK	0
Xayah	Gragas	Syndra	Taric	Kled	Tristana	Lulu	Taliyah	Janna	Jarvan IV	Rumble	Maokai	Olaf	Alistar	Orianna	Cho'gath	Galio	Kalista	Rakan	Sion	LCK	0
Tristana	Jarvan IV	Corki	Braum	Trundle	Xayah	Maokai	Vladimir	Rakan	Shen	Kassadin	Gnar	Kalista	Gragas	Sejuani	Taliyah	Lucian	Zac	Alistar	Cho'gath	LMS	0
Tristana	Gragas	Jayce	Rakan	Rumble	Xayah	Sejuani	Orianna	Braum	Dr. Mundo	Taliyah	Lucian	Zac	Varus	Cho'gath	Kassadin	Kalista	Jarvan IV	Syndra	Vladimir	LMS	1
Ashe	Sejuani	Corki	Rakan	Maokai	Tristana	Gragas	Syndra	Alistar	Shen	Kassadin	Gnar	Kalista	Rumble	Vladimir	Taliyah	Lucian	Zac	Xayah	Varus	LMS	1
Tristana	Sejuani	Jayce	Braum	Rumble	Varus	Gragas	Corki	Lux	Maokai	Taliyah	Lucian	Zac	Alistar	Ashe	Kalista	Rakan	Kassadin	Vladimir	Shen	LMS	1
Kalista	Gragas	Syndra	Thresh	Camille	Tristana	Maokai	Corki	Alistar	Gnar	Cassiopeia	Rakan	Cho'gath	Karthus	Rumble	Orianna	Jarvan IV	Lucian	Shen	Jax	LMS	1
Tristana	Gragas	Malzahar	Rakan	Camille	Xayah	Sejuani	Corki	Blitzcrank	Maokai	Orianna	Jarvan IV	Lucian	Syndra	Taric	Cassiopeia	Cho'gath	Kalista	Gnar	Rumble	LMS	1
Varus	Gragas	Ziggs	Braum	Shen	Tristana	Sejuani	Malzahar	Alistar	Rumble	Cassiopeia	Rakan	Cho'gath	Zac	Gnar	Orianna	Jarvan IV	Kalista	Syndra	Lucian	LMS	1
Xayah	Zac	Vel'koz	Rakan	Kennen	Tristana	Ivern	Lucian	Taric	Cho'gath	Orianna	Jarvan IV	Gragas	Alistar	Elise	Cassiopeia	Kalista	Malzahar	Jayce	Gnar	LMS	1
Twitch	Jarvan IV	Malzahar	Rakan	Shen	Xayah	Elise	Vel'koz	Thresh	Camille	Cassiopeia	Alistar	Cho'gath	Syndra	Lucian	Orianna	Kalista	Gragas	Jax	Renekton	LMS	1
Caitlyn	Gragas	Syndra	Thresh	Gnar	Tristana	Sejuani	Corki	Braum	Shen	Jayce	Kassadin	Cho'gath	Vladimir	Rumble	Orianna	Rakan	Kalista	Malzahar	Taliyah	LMS	0
Tristana	Sejuani	Kassadin	Janna	Renekton	Kog'Maw	Gragas	Syndra	Alistar	Maokai	Orianna	Taliyah	Braum	Cho'gath	Shen	Kalista	Rakan	Jayce	Rumble	Gnar	LMS	1
Lucian	Cho'gath	Cassiopeia	Alistar	Jax	Varus	Sejuani	Syndra	Braum	Gnar	Jayce	Kassadin	Tristana	Kog'Maw	Rumble	Orianna	Rakan	Kalista	Gragas	Shen	LMS	0
Kog'Maw	Elise	Taliyah	Lulu	Renekton	Tristana	Sejuani	Cassiopeia	Blitzcrank	Gnar	Gragas	Jarvan IV	LeBlanc	Camille	Cho'gath	Rumble	Kalista	Galio	Maokai	Trundle	LCK	1
Tristana	Jarvan IV	Taliyah	Janna	Gnar	Xayah	Lee Sin	Kassadin	Rakan	Maokai	Rumble	LeBlanc	Galio	Elise	Olaf	Gragas	Kalista	Camille	Cho'gath	Trundle	LCK	0
Tristana	Gragas	Corki	Alistar	Shen	Xayah	Zac	Karma	Rakan	Maokai	Sejuani	Jarvan IV	Blitzcrank	Camille	Cho'gath	Rumble	Kalista	Galio	Taliyah	Cassiopeia	LCK	0
Tristana	Kha'zix	Syndra	Rakan	Cho'gath	Xayah	Lulu	Taliyah	Janna	Renekton	Rumble	Trundle	Galio	Jarvan IV	Elise	Kalista	Maokai	LeBlanc	Gragas	Karma	LCK	1
Kog'Maw	Jarvan IV	Orianna	Lulu	Trundle	Tristana	Kha'zix	Galio	Karma	Gnar	Cho'gath	Rakan	Blitzcrank	Camille	Gragas	Rumble	Kalista	Maokai	Janna	Taliyah	LCK	0
Kalista	Zac	Syndra	Lulu	Cho'gath	Xayah	Gragas	Taliyah	Rakan	Shen	Thresh	Galio	LeBlanc	Rumble	Trundle	Cassiopeia	Tristana	Alistar	Taric	Blitzcrank	LCK	1
Kalista	Sejuani	Taliyah	Janna	Cho'gath	Xayah	Gragas	Lucian	Rakan	Kennen	Galio	LeBlanc	Thresh	Orianna	Rumble	Cassiopeia	Syndra	Zac	Blitzcrank	Alistar	LCK	1
Caitlyn	Sejuani	Taliyah	Alistar	Jarvan IV	Xayah	Zac	Orianna	Rakan	Maokai	Cho'gath	Tristana	Cassiopeia	Syndra	Shen	Galio	LeBlanc	Kalista	Rumble	Trundle	LCK	0
Xayah	Gragas	Cassiopeia	Alistar	Galio	Ashe	Sejuani	Corki	Rakan	Cho'gath	Gnar	Elise	Tahm Kench	Sivir	Syndra	Kalista	Jarvan IV	Tristana	Shen	LeBlanc	EULCS	0
Tristana	Sejuani	Lucian	Lulu	Rumble	Xayah	Gragas	Syndra	Janna	Gnar	LeBlanc	Elise	Sivir	Thresh	Cassiopeia	Kalista	Jarvan IV	Rakan	Alistar	Blitzcrank	EULCS	0
Xayah	Sejuani	Orianna	Alistar	Cho'gath	Sivir	Gragas	Syndra	Morgana	Gnar	LeBlanc	Elise	Tristana	Cassiopeia	Galio	Jarvan IV	Rakan	Kalista	Corki	Lucian	EULCS	0
Tristana	Elise	Taliyah	Thresh	Shen	Kog'Maw	Sejuani	Lucian	Morgana	Jarvan IV	Aurelion Sol	Vel'koz	Rakan	Gnar	Braum	Zac	Kalista	Maokai	Cassiopeia	Renekton	NALCS	0
Xayah	Zac	Orianna	Rakan	Camille	Tristana	Gragas	Corki	Janna	Jarvan IV	Maokai	Cassiopeia	Thresh	Cho'gath	Taliyah	Kalista	Aurelion Sol	Kog'Maw	Renekton	Gnar	NALCS	1
Xayah	Elise	Taliyah	Braum	Jarvan IV	Tristana	Gragas	Kassadin	Thresh	Jax	Aurelion Sol	Vel'koz	Rakan	Renekton	Camille	Zac	Kalista	Maokai	Cho'gath	Blitzcrank	NALCS	0
Tristana	Rek'Sai	Corki	Braum	Shen	Xayah	Jarvan IV	Orianna	Lulu	Maokai	Syndra	Galio	Kog'Maw	Rakan	Rumble	Olaf	Alistar	Kalista	Sejuani	Gnar	CBLoL	0
Tristana	Gragas	Orianna	Janna	Trundle	Jinx	Sejuani	Malzahar	Lux	Cho'gath	Syndra	Xayah	Kog'Maw	Rumble	Lulu	Cassiopeia	Olaf	Jarvan IV	Gnar	Shen	CBLoL	1
Twitch	Sejuani	Orianna	Braum	Dr. Mundo	Varus	Zac	Vel'koz	Rakan	Jarvan IV	Syndra	Xayah	Kog'Maw	Rumble	Shen	Olaf	Kalista	Tristana	Alistar	Gnar	CBLoL	1
Xayah	Gragas	Syndra	Rakan	Gnar	Tristana	Jarvan IV	Galio	Morgana	Cho'gath	Cassiopeia	Lucian	Kog'Maw	Sejuani	Alistar	Zac	Kalista	Taliyah	Orianna	Corki	NALCS	1
Kog'Maw	Sejuani	Corki	Tahm Kench	Jarvan IV	Xayah	Zac	Kassadin	Rakan	Renekton	Syndra	Taliyah	Orianna	Vladimir	Galio	Kalista	Lucian	Cassiopeia	Alistar	Gragas	NALCS	1
Tristana	Gragas	Orianna	Alistar	Cho'gath	Jinx	Jarvan IV	Corki	Tahm Kench	Shen	Cassiopeia	Lucian	Kog'Maw	Sejuani	Morgana	Kalista	Taliyah	Rakan	Syndra	Gnar	NALCS	1
Xayah	Sejuani	Lucian	Alistar	Rumble	Tristana	Gragas	Corki	Rakan	Gnar	Orianna	Jarvan IV	Syndra	Cho'gath	Maokai	Kalista	Kog'Maw	Cassiopeia	Kennen	Elise	NALCS	0
Xayah	Rengar	Orianna	Thresh	Shen	Sivir	Gragas	Lucian	Alistar	Maokai	Galio	Jarvan IV	Cassiopeia	Cho'gath	Rumble	Kalista	Rakan	Tristana	Sejuani	Renekton	EULCS	0
Kog'Maw	Gragas	Lucian	Morgana	Cho'gath	Draven	Sejuani	Orianna	Alistar	Renekton	Tristana	Rakan	Gnar	Jax	Trundle	Kalista	Galio	Jarvan IV	Corki	LeBlanc	EULCS	1
Sivir	Jarvan IV	LeBlanc	Alistar	Cho'gath	Xayah	Sejuani	Orianna	Trundle	Maokai	Tristana	Rakan	Gnar	Morgana	Gragas	Kalista	Galio	Cassiopeia	Tahm Kench	Thresh	EULCS	1
Varus	Sejuani	Cassiopeia	Alistar	Rumble	Jhin	Gragas	Vel'koz	Rakan	Gnar	Camille	Galio	Xayah	Orianna	Syndra	Kalista	Jarvan IV	Tristana	Jayce	Kennen	EULCS	1
Xayah	Gragas	Galio	Rakan	Trundle	Tristana	Sejuani	Cassiopeia	Alistar	Renekton	Thresh	Elise	Lucian	Gnar	Jayce	Kalista	Jarvan IV	Camille	Zac	Kayn	EULCS	0
Tristana	Gragas	Syndra	Rakan	Gnar	Sivir	Jarvan IV	Corki	Thresh	Kennen	Camille	Galio	Xayah	LeBlanc	Orianna	Kalista	Sejuani	Alistar	Cassiopeia	Lucian	EULCS	1
Xayah	Jarvan IV	Galio	Janna	Rumble	Kog'Maw	Gragas	Orianna	Nami	Gnar	Cassiopeia	Taliyah	Tristana	Thresh	Blitzcrank	Kalista	Lucian	Rakan	Camille	LeBlanc	NALCS	1
Xayah	Nidalee	Galio	Rakan	Maokai	Twitch	Gragas	Corki	Thresh	Renekton	Cassiopeia	Taliyah	Tristana	Gnar	Cho'gath	Kalista	Rumble	Jarvan IV	LeBlanc	Sejuani	NALCS	1
Tristana	Gragas	Orianna	Alistar	Jayce	Kog'Maw	Rek'Sai	Syndra	Rakan	Cho'gath	LeBlanc	Galio	Xayah	Janna	Renekton	Kalista	Jarvan IV	Cassiopeia	Gnar	Thresh	NALCS	0
Tristana	Kayn	Cassiopeia	Thresh	Maokai	Sivir	Jarvan IV	Syndra	Braum	Renekton	Orianna	Gnar	Alistar	Gragas	Jayce	Kalista	Cho'gath	Xayah	Rumble	Shen	EULCS	1
Xayah	Sejuani	Cassiopeia	Rakan	Jarvan IV	Tristana	Rumble	Syndra	Alistar	Trundle	Kayn	Cho'gath	Thresh	Maokai	Renekton	Kalista	Gnar	Orianna	Gragas	Elise	EULCS	1
Xayah	Gragas	Corki	Rakan	Rumble	Tristana	Ivern	Cassiopeia	Alistar	Gnar	Kayn	Cho'gath	Thresh	Sejuani	Elise	Orianna	Kalista	Jarvan IV	Syndra	Jayce	EULCS	0
Sivir	Gragas	Cassiopeia	Braum	Gnar	Tristana	Ivern	Syndra	Thresh	Shen	Kayn	Cho'gath	Xayah	Maokai	Rumble	Kalista	Orianna	Alistar	Rakan	Sejuani	EULCS	1
Twitch	Jarvan IV	Galio	Rakan	Kennen	Lucian	Sejuani	Fiora	Thresh	Dr. Mundo	Gnar	Tristana	Gragas	Kog'Maw	Jax	Kalista	Xayah	Cho'gath	Rumble	Maokai	NALCS	1
Sivir	Jarvan IV	Kennen	Rakan	Shen	Ashe	Sejuani	Aurelion Sol	Thresh	Cho'gath	Tristana	Gnar	Gragas	Taliyah	Kog'Maw	Kalista	Xayah	Galio	Twitch	Syndra	NALCS	0
Tristana	Jarvan IV	Corki	Rakan	Trundle	Caitlyn	Maokai	Lucian	Thresh	Cho'gath	Sejuani	Zac	Gragas	Kog'Maw	Aurelion Sol	Kalista	Xayah	Galio	Gnar	Rumble	NALCS	0
Tristana	Gragas	Aurelion Sol	Alistar	Maokai	Sivir	Sejuani	Orianna	Braum	Cho'gath	Cassiopeia	Rakan	Jarvan IV	Trundle	Janna	Kalista	Xayah	Gnar	LeBlanc	Syndra	EULCS	1
Xayah	Sejuani	Cassiopeia	Trundle	Maokai	Sivir	Gragas	Syndra	Morgana	Cho'gath	Gnar	Jarvan IV	Tristana	LeBlanc	Orianna	Alistar	Rakan	Kalista	Lucian	Corki	EULCS	0
Tristana	Gragas	Syndra	Janna	Shen	Caitlyn	Sejuani	Corki	Alistar	Gnar	Cassiopeia	Jarvan IV	Rakan	Ashe	Varus	Kalista	Xayah	Morgana	Cho'gath	Maokai	EULCS	1
Tristana	Nidalee	Syndra	Rakan	Maokai	Caitlyn	Gragas	Orianna	Thresh	Gnar	Aurelion Sol	Cho'gath	Kalista	Kog'Maw	Taliyah	Jarvan IV	Galio	Xayah	Lucian	Rek'Sai	NALCS	1
Xayah	Sejuani	Viktor	Alistar	Jax	Tristana	Jarvan IV	Cassiopeia	Rakan	Shen	Maokai	Galio	Cho'gath	Orianna	Syndra	Aurelion Sol	Kalista	Gnar	Taliyah	Corki	NALCS	0
Xayah	Gragas	Corki	Thresh	Shen	Tristana	Sejuani	Orianna	Alistar	Maokai	Aurelion Sol	Kalista	Gnar	Taliyah	Lucian	Jarvan IV	Rakan	Cho'gath	Syndra	Cassiopeia	NALCS	0
Tristana	Maokai	Taliyah	Alistar	Shen	Xayah	Rek'Sai	Orianna	Janna	Galio	Jarvan IV	Rakan	Gnar	Nidalee	Gragas	Aurelion Sol	Kalista	Cho'gath	Syndra	Cassiopeia	NALCS	0
Kalista	Jarvan IV	Syndra	Morgana	Cho'gath	Xayah	Zac	Corki	Rakan	Gnar	Maokai	Gragas	Lucian		Elise	Taliyah	Vladimir	Thresh	Alistar	Janna	LMS	0
Tristana	Gragas	Corki	Alistar	Gnar	Sivir	Jarvan IV	Cassiopeia	Morgana	Cho'gath	Taliyah	Vladimir	Rakan	Xayah	Kog'Maw	Kalista	Maokai	Lucian	Syndra	Orianna	LMS	1
Tristana	Maokai	Corki	Braum	Renekton	Xayah	Gragas	Syndra	Rakan	Jayce	Taliyah	Sejuani	Cassiopeia	Lucian	Jax	Kalista	Kog'Maw	Jarvan IV	Shen	Cho'gath	LMS	0
Xayah	Gragas	Syndra	Thresh	Gnar	Tristana	Maokai	Corki	Braum	Renekton	Kog'Maw	Jarvan IV	Rakan	Shen	Cho'gath	Taliyah	Kalista	Sejuani	Cassiopeia	Jax	LMS	1
Xayah	Jarvan IV	Corki	Lulu	Maokai	Tristana	Gragas	Cassiopeia	Alistar	Renekton	Taliyah	Vladimir	Rakan	Gnar	Cho'gath	Kog'Maw	Kalista	Azir	Shen	Thresh	LMS	0
Varus	Gragas	Lucian	Thresh	Shen	Caitlyn	Sejuani	Syndra	Braum	Jarvan IV	Taliyah	Rakan	Cassiopeia	Gnar	Cho'gath	Kog'Maw	Kalista	Tristana	Rumble	Maokai	LMS	1
Varus	Lee Sin	Twisted Fate	Thresh	Gragas	Tristana	Jarvan IV	Lucian	Braum	Rumble	Taliyah	Cassiopeia	Rakan	Alistar	Orianna	Kog'Maw	Kalista	Azir	Shen	Syndra	LMS	0
Xayah	Jarvan IV	Lucian	Gragas	Maokai	Tristana	Zac	Taliyah	Alistar	Jax	Cassiopeia	Sejuani	Rakan	Jayce	Gnar	Kalista	Cho'gath	LeBlanc	Thresh	Shen	LMS	1
Varus	Zac	Orianna	Thresh	Jax	Tristana	Poppy	Taliyah	Alistar	Shen	Jarvan IV	Rakan	Lucian	Maokai	Cho'gath	Kalista	Gragas	Sejuani	Cassiopeia	Syndra	LMS	1
Tristana	Gragas	Corki	Alistar	Rumble	Varus	Zac	Syndra	Braum	Gnar	Cassiopeia	Sejuani	Rakan	Jax	Thresh	Kalista	Lucian	Jarvan IV	Maokai	Cho'gath	LMS	1
Xayah	Gragas	Syndra	Alistar	Camille	Tristana	Jarvan IV	Kassadin	Janna	Maokai	Rakan	Lucian	Corki	Braum	Lulu	Kalista	Thresh	Sejuani	Jax	Jayce	LMS	0
Xayah	Gragas	Taliyah	Alistar	Renekton	Tristana	Jarvan IV	Cassiopeia	Thresh	Jayce	Sejuani	Rakan	Zac	Gnar	Jax	Kalista	Rumble	Maokai	Cho'gath	Shen	LMS	0
Xayah	Zac	Taliyah	Thresh	Jayce	Tristana	Jarvan IV	Corki	Alistar	Cho'gath	Rakan	Lucian	LeBlanc	Cassiopeia	Syndra	Kalista	Sejuani	Gragas	Gnar	Varus	LMS	1
Xayah	Gragas	Cassiopeia	Blitzcrank	Gnar	Tristana	Jarvan IV	Taliyah	Thresh	Kennen	Sejuani	Rakan	Zac	Jayce	Jax	Kalista	Rumble	Cho'gath	Alistar	Braum	LMS	1
Sivir	Gragas	Syndra	Taric	Gnar	Tristana	Jarvan IV	Orianna	Thresh	Maokai	Sejuani	Zac	Rakan	Jayce	Jax	Kalista	Rumble	Blitzcrank	Alistar	Xayah	LMS	0
Kog'Maw	Sejuani	Karma	Braum	Camille	Tristana	Gragas	Syndra	Alistar	Renekton	Corki	Thresh	Rakan	Cho'gath	Orianna	Taliyah	Galio	Kalista	Jax	Jayce	LCK	0
Ashe	Gragas	Cassiopeia	Alistar	Maokai	Twitch	Sejuani	Corki	Janna	Shen	Taliyah	Galio	Xayah	Jax	Jayce	Kalista	Tristana	Kog'Maw	Syndra	Orianna	LCK	0
Tristana	Gragas	Lucian	Janna	Rumble	Kog'Maw	Sejuani	Corki	Rakan	Renekton	Syndra	Cho'gath	Xayah	Morgana	Lulu	Taliyah	Galio	Kalista	Jax	Camille	LCK	1
Tristana	Lee Sin	Taliyah	Rakan	Camille	Kog'Maw	Jarvan IV	Galio	Janna	Shen	Cho'gath	Alistar	LeBlanc	Maokai	Rek'Sai	Kalista	Elise	Xayah	Jayce	Jax	LCK	0
Xayah	Jarvan IV	Orianna	Thresh	Maokai	Tristana	Gragas	Galio	Rakan	Nasus	Jayce	Jax	Alistar	Lee Sin	Kha'zix	Elise	Cho'gath	Kalista	Cassiopeia	Taliyah	LCK	0
Caitlyn	Jax	Galio	Karma	Gnar	Tristana	Gragas	Orianna	Janna	Cho'gath	Xayah	Kog'Maw	Cassiopeia	Syndra	Taliyah	Kalista	Elise	Thresh	Lulu	Rakan	LCK	0
Tristana	Gragas	Corki	Janna	Camille	Jhin	Jarvan IV	Orianna	Alistar	Rumble	Syndra	Cho'gath	Xayah	Taliyah	Caitlyn	Galio	Jax	Kalista	Jayce	Cassiopeia	LCK	1
Kog'Maw	Gragas	Corki	Thresh	Jax	Ezreal	Jarvan IV	Syndra	Karma	Singed		Cho'gath	Xayah	Maokai	Shen	Galio	Kalista	Tristana	Taliyah	Vladimir	LCK	0
Kalista	Sejuani	Corki	Thresh	Maokai	Tristana	Elise	Taliyah	Janna	Camille	Galio	Jayce	Xayah	Lucian	Nasus	Syndra	Cho'gath	Jarvan IV	Rek'Sai	Gragas	LCK	1
Tristana	Gragas	Taliyah	Lulu	Gnar	Twitch	Sejuani	Galio	Janna	Maokai	Cho'gath	Xayah	Kog'Maw	Jarvan IV	Shen	Kalista	Thresh	Corki	Jayce	Elise	LCK	0
Kog'Maw	Jarvan IV	Karma	Janna	Shen	Tristana	Sejuani	Galio	Lulu	Jax	Taliyah	Thresh	Xayah	Jayce	Rumble	Kalista	Orianna	Cho'gath	Gragas	Elise	LCK	1
Tristana	Gragas	Corki	Taric	Yasuo	Kog'Maw	Jarvan IV	Syndra	Alistar	Gnar	Cho'gath	Xayah	Lulu	Orianna	Karma	Kalista	Thresh	Janna	Jayce	Rakan	LCK	1
Kog'Maw	Sejuani	Karma	Lulu	Maokai	Tristana	Elise	Galio	Alistar	Renekton	Corki	Thresh	Xayah	Shen	Jayce	Kalista	Cho'gath	Janna	Gnar	Jarvan IV	LCK	1
Tristana	Sejuani	Taliyah	Taric	Jax	Ezreal	Gragas	Corki	Zyra	Maokai	Cho'gath	Xayah	Alistar	Karma	Rakan	Kalista	Janna	Lulu	Lucian	Rumble	LCK	1
Tristana	Jarvan IV	Corki	Rakan	Maokai	Kog'Maw	Sejuani	Lucian	Taric	Jax	Taliyah	Xayah	Lulu	Rumble	Shen	Kalista	Cho'gath	Janna	Alistar	Thresh	LCK	0
Kog'Maw	Sejuani	Corki	Janna	Shen	Kalista	Zac	Syndra	Lulu	Rumble	Cho'gath	Xayah	Thresh	Jarvan IV	Gragas	Taliyah	Galio	Jax	Karma	Jayce	LCK	1
Varus	Lee Sin	Orianna	Tahm Kench	Kennen	Ashe	Kha'zix	Katarina	Malzahar	Camille	Ryze	Jhin	Rengar	Syndra	Maokai	LeBlanc	Corki	Vi	Jayce	Shen	LMS	0
Jhin	Lee Sin	LeBlanc	Zyra	Singed	Varus	Olaf	Corki	Miss Fortune	Maokai	Malzahar	Shen	Kha'zix	Rek'Sai	Graves	Jayce	Rengar	Ryze	Poppy	Nautilus	LMS	0
Ashe	Camille	Ryze	Miss Fortune	Maokai	Varus	Kha'zix	Orianna	Thresh	Fiora	Malzahar	Rek'Sai	Shen	Corki	Cassiopeia	Rengar	LeBlanc	Syndra	Elise	Lee Sin	TCL	0
Varus	Rengar	Azir	Lulu	Nautilus	Sivir	Graves	Ryze	Karma	Poppy	Shen	Jhin	Syndra	Sion	Maokai	Camille	Ekko	Jayce	Fiora	Taliyah	TCL	1
Caitlyn	Rengar	Vladimir	Zyra	Maokai	Ashe	Lee Sin	Aurelion Sol	Karma	Nautilus	Camille	Lucian	Syndra	Fizz	Fiora	Talon	Rumble	Graves	LeBlanc	Shen	LMS	1
Ashe	Kha'zix	Syndra	Zyra	Gragas	Ezreal	Lee Sin	LeBlanc	Lulu	Renekton	Ryze	Malzahar	Rengar	Maokai	Swain	Graves	Rumble	Varus	Shen	Nautilus	LMS	1
Ashe	Kha'zix	Orianna	Thresh	Jarvan IV	Kog'Maw	Graves	Taliyah	Braum	Rumble	Gragas	LeBlanc	Varus	Lulu	Ahri	Syndra	Karma	Zilean	Kled	Fizz	LMS	1
Lucian	Graves	Ahri	Lulu	Nautilus	Varus	Lee Sin	Orianna	Malzahar	Camille	Zilean	Thresh	Rumble	Kled	Zyra	Gragas	Syndra	Ashe	Caitlyn	Kog'Maw	LMS	0
Ashe	Graves	Syndra	Malzahar	Poppy	Ezreal	Elise	Ryze	Miss Fortune	Maokai	Jayce	Rengar	Lee Sin	Varus	Jhin	LeBlanc	Camille	Zyra	Rek'Sai	Kha'zix	LCK	0
Varus	Rek'Sai	Ryze	Tahm Kench	Fiora	Ashe	Lee Sin	Cassiopeia	Bard	Poppy	Maokai	Malzahar	Elise	Zyra	Karma	LeBlanc	Camille	Rengar	Rumble	Thresh	LCK	1
Jhin	Rengar	Taliyah	Miss Fortune	Singed	Ezreal	Lee Sin	Viktor	Zyra	Poppy	Cassiopeia	Ryze	Varus	Jayce	Maokai	LeBlanc	Camille	Ashe	Syndra	Ekko	LCK	1
Jhin	Rek'Sai	Orianna	Zyra	Camille	Varus	Elise	Ekko	Miss Fortune	Jax	Taliyah	Ashe	LeBlanc	Maokai	Singed	Rengar	Karma	Ryze	Kha'zix	Cassiopeia	LCK	1
Ashe	Lee Sin	Ekko	Karma	Nautilus	Ezreal	Kha'zix	Corki	Zyra	Maokai	Cassiopeia	Ryze	Varus	Orianna	Malzahar	LeBlanc	Camille	Rengar	Rek'Sai	Elise	LCK	0
