blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Xayah	Kha'zix	Ahri	Karma	Gragas	Kennen	Olaf	Orianna	Thresh	Jarvan IV	Rakan	Elise	LeBlanc	Taliyah	Lucian	Zac	Galio	Caitlyn	Syndra	Shen	NALCS	0
Tristana	Sejuani	Syndra	Thresh	Renekton	Sivir	Elise	Vladimir	Braum	Jarvan IV	LeBlanc	Gnar	Xayah	Janna	Galio	Kalista	Rakan	Gragas	Lucian	Corki	NALCS	1
Xayah	Gragas	Orianna	Alistar	Trundle	Ashe	Kayn	Cassiopeia	Braum	Cho'gath	Rakan	Elise	Jarvan IV	Corki	Sejuani	Kalista	Gnar	Tristana	LeBlanc	Syndra	NALCS	0
Ashe	Lee Sin	Ahri	Karma	Renekton	Varus	Rek'Sai	Orianna	Thresh	Galio	LeBlanc	Shen	Elise	Syndra	Fiora	Nidalee	Zac	Taliyah	Fizz	Rumble	NALCS	1
Twitch	Kha'zix	Syndra	Thresh	Jarvan IV	Varus	Lee Sin	Galio	Zyra	Kled	Rakan	Ivern	Kennen	Ashe	Caitlyn	Zac	Elise	LeBlanc	Fiora	Cassiopeia	EULCS	0
Twitch	Kha'zix	Orianna	Braum	Galio	Kalista	Lee Sin	Aurelion Sol	Thresh	Fiora	Rakan	Ivern	Kennen	Cassiopeia	Caitlyn	Zac	Elise	LeBlanc	Jayce	Syndra	EULCS	0
Twitch	Zac	Lucian	Lulu	Shen	Xayah	Gragas	Viktor	Rakan	Gangplank	LeBlanc	Galio	Thresh	Ivern	Ryze	Rumble	Syndra	Kennen	Braum	Orianna	EULCS	1
Xayah	Warwick	Taliyah	Rakan	Shen	Kalista	Kha'zix	Syndra	Thresh	Gragas	Rumble	Lucian	Kennen	Twitch	Lee Sin	Galio	Zac	LeBlanc	Ivern	Vladimir	EULCS	1
Twitch	Rengar	Vladimir	Blitzcrank	Shen	Varus	Ivern	Syndra	Thresh	Kennen	Rumble	Lucian	Galio	Elise	Lee Sin	Zac	LeBlanc	Rakan	Braum	Warwick	EULCS	1
Varus	Lee Sin	Taliyah	Zyra	Rumble	Caitlyn	Gragas	Galio	Thresh	Kled	Xayah	Graves	Kennen	LeBlanc	Zed	Zac	Elise	Syndra	Braum	Tahm Kench	LCK	0
Caitlyn	Rek'Sai	Taliyah	Thresh	Kled	Varus	Lee Sin	LeBlanc	Braum	Rumble	Kennen	Elise	Zac	Kalista	Xayah	Galio	Graves	Syndra	Gragas	Ivern	LCK	1
Caitlyn	Kha'zix	Galio	Braum	Rumble	Xayah	Graves	Karma	Bard	Jarvan IV	Varus	Sejuani	Syndra	Taliyah	Orianna	Zac	Elise	Thresh	Lulu	Zyra	LCK	1
Kalista	Zac	Taliyah	Braum	Sion	Kog'Maw	Elise	Viktor	Thresh	Kennen	Galio	Rumble	Caitlyn	Karma	Jayce	Syndra	Varus	Orianna	Jarvan IV	Sejuani	LCK	0
Varus	Gragas	Galio	Brand	Camille	Ashe	Graves	Syndra	Lulu	Shen	Ivern	Thresh	LeBlanc	Jarvan IV	Lee Sin	Zac	Elise	Kennen	Karma	Kled	LMS	1
Xayah	Elise	Syndra	Leona	Shen	Ashe	Kha'zix	Kassadin	Braum	Rumble	Gragas	Kennen	Galio	Karma	Tahm Kench	Ivern	Zac	Thresh	Blitzcrank	Jarvan IV	LMS	1
Ashe	Kha'zix	Galio	Brand	Jarvan IV	Varus	Lee Sin	Orianna	Blitzcrank	Gragas	Ivern	Thresh	Xayah	Kassadin	LeBlanc	Zac	Syndra	Elise	Tahm Kench	Taliyah	LMS	1
Varus	Kha'zix	Galio	Zyra	Renekton	Ashe	Lee Sin	Viktor	Karma	Kled	Xayah	Jarvan IV	Elise	Taliyah	Orianna	Syndra	Zac	Thresh	Twisted Fate	Graves	LMS	0
Caitlyn	Graves	Orianna	Braum	Rumble	Ashe	Kha'zix	LeBlanc	Thresh	Shen	Xayah	Lee Sin	Elise	Taliyah	Viktor	Syndra	Zac	Galio	Tahm Kench	Renekton	LMS	0
Ashe	Kha'zix	Orianna	Zyra	Jarvan IV	Caitlyn	Gragas	Zilean	Thresh	Kennen	Ivern	LeBlanc	Cassiopeia	Galio	Lulu	Zac	Syndra	Elise	Kled	Lee Sin	LMS	1
Varus	Elise	Viktor	Rakan	Galio	Ashe	Rengar	Karma	Brand	Jarvan IV	Syndra	Orianna	Kennen	Kled	Taliyah	Ivern	Zac	Cassiopeia	Ahri	LeBlanc	LMS	0
Caitlyn	Elise	Galio	Braum	Jarvan IV	Xayah	Ivern	Orianna	Taric	Shen	Gragas	Sejuani	Zac	Karma	Rakan	Syndra	Kassadin	Thresh	Brand	Twitch	LMS	0
Xayah	Lee Sin	Orianna	Braum	Kled	Twitch	Graves	LeBlanc	Lulu	Jarvan IV	Kassadin	Syndra	Thresh	Viktor	Leona	Gragas	Galio	Zac	Shen	Sejuani	LMS	1
Caitlyn	Kha'zix	Orianna	Thresh	Gragas	Ashe	Lee Sin	Taliyah	Karma	Jarvan IV	Galio	Varus	Elise	Zyra	LeBlanc	Xayah	Syndra	Zac	Kled	Shen	LMS	1
Varus	Elise	Zed	Lulu	Vladimir	Ashe	Zac	LeBlanc	Karma	Gragas	Xayah	Caitlyn	Zyra	Kled	Orianna	Syndra	Galio	Thresh	Taliyah	Jarvan IV	LMS	0
Kog'Maw	Elise	Taliyah	Galio	Jarvan IV	Caitlyn	Ivern	Cassiopeia	Karma	Gragas	LeBlanc	Syndra	Lee Sin	Zyra	Lucian	Zac	Orianna	Kled	Xayah	Varus	LMS	1
Varus	Zac	Kassadin	Tahm Kench	Vladimir	Xayah	Elise	Taliyah	Galio	Camille	Orianna	Ivern	Gragas	Kled	Fiora	LeBlanc	Syndra	Lee Sin	Jarvan IV	Zed	LMS	0
Ashe	Elise	Karma	Braum	Sejuani	Varus	Gragas	Taliyah	Thresh	Kled	Syndra	Galio	Orianna	Fiora	Jarvan IV	Ivern	Zac	Cassiopeia	LeBlanc	Ahri	LMS	0
Kalista	Elise	Karma	Thresh	Kled	Ashe	Gragas	Taliyah	Zyra	Jarvan IV	Ivern	Cassiopeia	LeBlanc	Fiora	Kennen	Syndra	Galio	Zac	Varus	Caitlyn	LMS	1
Xayah	Elise	LeBlanc	Sejuani	Jayce	Varus	Lee Sin	Cassiopeia	Thresh	Gragas	Zed	Rakan	Kennen	Jarvan IV	Shen	Zac	Galio	Caitlyn	Renekton	Fiora	NALCS	0
Kennen	Ivern	Orianna	Thresh	Jarvan IV	Varus	Lee Sin	Taliyah	Tahm Kench	Gragas	LeBlanc	Caitlyn	Galio	Nidalee	Jayce	Zac	Elise	Rakan	Zed	Lucian	NALCS	1
Ashe	Elise	Orianna	Lulu	Fiora	Caitlyn	Rengar	Taliyah	Karma	Gragas	LeBlanc	Xayah	Galio	Ahri	Syndra	Zac	Lee Sin	Kennen	Thresh	Zyra	NALCS	1
Caitlyn	Elise	Taliyah	Karma	Rumble	Ashe	Gragas	Orianna	Zyra	Renekton	Lee Sin	Fiora	Kennen	Syndra	Jayce	Zac	Xayah	Galio	LeBlanc	Shen	NALCS	1
Ashe	Elise	Orianna	Zyra	Jarvan IV	Caitlyn	Olaf	Syndra	Karma	Gragas	LeBlanc	Xayah	Galio	Taliyah	Ahri	Zac	Kennen	Fiora	Renekton	Jayce	NALCS	0
Varus	Lee Sin	Fiora	Blitzcrank	Gragas	Caitlyn	Kha'zix	Galio	Lulu	Kennen	LeBlanc	Ivern	Syndra	Thresh	Olaf	Zac	Elise	Aurelion Sol	Bard	Zyra	NALCS	1
Ashe	Lee Sin	Taliyah	Thresh	Gragas	Varus	Elise	Ahri	Blitzcrank	Renekton	LeBlanc	Aurelion Sol	Caitlyn	Zyra	Bard	Zac	Syndra	Xayah	Kennen	Galio	NALCS	1
Xayah	Graves	Ahri	Rakan	Galio	Ashe	Lee Sin	Taliyah	Thresh	Renekton	LeBlanc	Ivern	Syndra	Fiora	Cassiopeia	Zac	Aurelion Sol	Caitlyn	Orianna	Elise	NALCS	0
Varus	Rek'Sai	Cassiopeia	Karma	Shen	Ashe	Rengar	Viktor	Zyra	Rumble	Kennen	LeBlanc	Ivern	Talon	Orianna	Zac	Galio	Xayah	Syndra	Ahri	NALCS	0
Ashe	Gragas	Orianna	Morgana	Kennen	Kalista	Elise	Lucian	Thresh	Urgot	Galio	LeBlanc	Zac	Jayce	Kled	Rengar	Ivern	Zyra	Tahm Kench	Braum	NALCS	1
Caitlyn	Lee Sin	Galio	Tahm Kench	Renekton	Ashe	Graves	Viktor	Thresh	Gragas	Zyra	Syndra	Karma	Taliyah	Orianna	Rumble	Zac	Elise	Kennen	Fiora	LCK	1
Varus	Gragas	Viktor	Karma	Kled	Ashe	Graves	Galio	Nami	Kennen	Rumble	Lee Sin	Elise	Renekton	Fiora	Zyra	Syndra	Zac	Taliyah	Orianna	LCK	1
Kalista	Lee Sin	Galio	Braum	Renekton	Ashe	Gragas	Viktor	Lulu	Kennen	Syndra	Zyra	Karma	Taliyah	Tahm Kench	Rumble	Zac	Elise	Caitlyn	Thresh	LCK	0
Caitlyn	Graves	Ahri	Braum	Galio	Kalista	Lee Sin	Orianna	Thresh	Shen	Kennen	Gragas	Zac	Fiora	Kled	Jarvan IV	Syndra	Elise	Varus	Xayah	LCK	0
Varus	Lee Sin	Ahri	Thresh	Kled	Kalista	Graves	Orianna	Braum	Shen	Jarvan IV	Jayce	Galio	Fiora	Xayah	Zac	Elise	Syndra	Kennen	Caitlyn	LCK	0
Caitlyn	Ivern	Orianna	Blitzcrank	Gragas	Sivir	Graves	Viktor	Thresh	Jarvan IV	Kennen	Elise	Galio	Kalista	Varus	Syndra	Braum	Zac	Shen	Renekton	LCK	0
Caitlyn	Lee Sin	Taliyah	Karma	Jarvan IV	Ashe	Graves	Orianna	Tahm Kench	Fiora	Rumble	Thresh	Syndra	Blitzcrank	Shen	Galio	Zac	Elise	Jayce	Zyra	LCK	1
Xayah	Rengar	Galio	Rakan	Gragas	Ashe	Lee Sin	Orianna	Zyra	Jarvan IV	Karma	Zac	Caitlyn	LeBlanc	Kennen	Syndra	Thresh	Rumble	Blitzcrank	Taliyah	LCK	0
Varus	Graves	Cassiopeia	Lulu	Galio	Ashe	Kha'zix	Taliyah	Thresh	Renekton	Jarvan IV	Zac	Lee Sin	Zyra	Fiora	Syndra	Rumble	Elise	Kennen	Lucian	LCK	0
Ashe	Kha'zix	Zed	Thresh	Cassiopeia	Varus	Gragas	Taliyah	Lulu	Kennen	Syndra	Galio	Rumble	LeBlanc	Tahm Kench	Zac	Elise	Lee Sin	Jayce	Lucian	LCK	0
Varus	Elise	Taliyah	Lulu	Rumble	Xayah	Lee Sin	Kassadin	Thresh	Fiora	Renekton	Jarvan IV	Zac	Ashe	Kalista	Kennen	Syndra	Galio	Lucian	Zed	LCK	1
Jhin	Jarvan IV	Orianna	Galio	Rumble	Varus	Gragas	Taliyah	Bard	Kled	Zyra	Karma	Thresh	Lulu	Viktor	Elise	Zac	Syndra	Brand	Vel'koz	LCK	0
Jhin	Kha'zix	Syndra	Tahm Kench	Jarvan IV	Ashe	Gragas	Orianna	Zilean	Renekton	Elise	Varus	Galio	Brand	Bard	Zac	Zyra	Karma	Kled	Olaf	LCK	1
Kalista	Kha'zix	Syndra	Braum	Gragas	Ashe	Rengar	Vladimir	Karma	Kennen	Nidalee	Jarvan IV	Lee Sin	Galio	Tahm Kench	Zac	Elise	Rumble	Caitlyn	Thresh	LCK	1
Xayah	Lee Sin	Taliyah	Blitzcrank	Jayce	Caitlyn	Olaf	Galio	Nunu	Rumble	Ashe	LeBlanc	Elise	Braum	Thresh	Syndra	Tahm Kench	Zac	Kalista	Varus	LCK	1
Ashe	Lee Sin	Galio	Braum	Rumble	Varus	Kha'zix	Azir	Thresh	Sejuani	Blitzcrank	Taliyah	Jayce	Jarvan IV	Kennen	Elise	Syndra	Zac	Tahm Kench	Karma	LCK	1
Ashe	Graves	Syndra	Braum	Shen	Sivir	Gragas	Orianna	Thresh	Jarvan IV	Ivern	Xayah	Caitlyn	Sejuani	Kalista	Elise	Zac	Galio	Lee Sin	Rumble	LMS	0
Varus	Gragas	Orianna	Braum	Jarvan IV	Kalista	Kha'zix	Viktor	Thresh	Shen	Elise	Rumble	Syndra	Lee Sin	Ivern	Xayah	Zac	Galio	Sejuani	Caitlyn	LMS	1
Lucian	Graves	Syndra	Rakan	Kennen	Tristana	Ivern	Ekko	Karma	Gragas	Olaf	Caitlyn	Galio	Twitch	Orianna	Lee Sin	Thresh	Elise	Zac	LeBlanc	CBLoL	1
Lucian	Ivern	Orianna	Braum	Kennen	Ashe	Gragas	Taliyah	Rakan	Rumble	Varus	Lee Sin	Galio	Syndra	LeBlanc	Olaf	Caitlyn	Elise	Nidalee	Graves	CBLoL	0
Xayah	Lee Sin	Taliyah	Thresh	Darius	Lucian	Olaf	Orianna	Braum	Rumble	Karma	Kennen	Galio	LeBlanc	Ahri	Syndra	Rakan	Elise	Fiora	Jayce	CBLoL	0
Lucian	Olaf	Ahri	Braum	Renekton	Xayah	Elise	Orianna	Thresh	Poppy	Syndra	Rakan	Ashe	Fiora	Darius	Karma	Kennen	Galio	LeBlanc	Cassiopeia	CBLoL	1
Xayah	Lee Sin	Karma	Thresh	Gragas	Varus	Kha'zix	Taliyah	Tahm Kench	Renekton	Elise	Kennen	Caitlyn	Orianna	Braum	Zac	Galio	Syndra	LeBlanc	Ahri	CBLoL	0
Jhin	Kha'zix	Syndra	Braum	Rumble	Varus	Gragas	Jayce	Thresh	Renekton	Galio	Lucian	Camille	Kled	Ekko	Zac	Elise	Lee Sin	Xayah	Ashe	CBLoL	1
Caitlyn	Ivern	Syndra	Karma	Jarvan IV	Varus	Kha'zix	Orianna	Zyra	Kled	Rakan	Elise	Galio	Vladimir	Fiora	Zac	Renekton	LeBlanc	Lulu	Tahm Kench	CBLoL	1
Kalista	Kha'zix	Syndra	Thresh	Shen	Caitlyn	Lee Sin	Orianna	Tahm Kench	Rumble	LeBlanc	Zyra	Renekton	Fizz	Fiora	Zac	Elise	Galio	Twitch	Jinx	CBLoL	1
Varus	Graves	Galio	Lulu	Renekton	Caitlyn	Gragas	Viktor	Tahm Kench	Fiora	Lee Sin	Orianna	Zac	Braum	Jayce	Rumble	Elise	Thresh	Zyra	Brand	LCK	1
Xayah	Graves	Vladimir	Rakan	Kled	Varus	Olaf	Syndra	Zyra	Rumble	Thresh	Kennen	Elise	Kha'zix	Gragas	Lee Sin	Galio	Zac	LeBlanc	Blitzcrank	LCK	0
Ashe	Kha'zix	Galio	Karma	Rumble	Kog'Maw	Graves	Orianna	Thresh	Jarvan IV	Kled	Caitlyn	Syndra	Kalista	Varus	Elise	Fiora	Zac	Braum	Zyra	LCK	1
Varus	Graves	Syndra	Thresh	Shen	Ashe	Kha'zix	Orianna	Zyra	Kled	Fiora	LeBlanc	Zac	Rumble	Jarvan IV	Galio	Caitlyn	Elise	Kennen	Jayce	LCK	0
Varus	Olaf	Galio	Karma	Jayce	Vayne	Rengar	Orianna	Thresh	Fiora	Kha'zix	Lee Sin	Graves	LeBlanc	Caitlyn	Elise	Gragas	Zac	Kennen	Braum	TCL	0
Twitch	Elise	Talon	Braum	Kennen	Varus	Kha'zix	Taliyah	Thresh	Jayce	Gragas	LeBlanc	Galio	Olaf	Ivern	Zac	Lee Sin	Karma	Syndra	Orianna	TCL	1
Varus	Jarvan IV	Galio	Rakan	Shen	Kalista	Olaf	Karma	Braum	Camille	LeBlanc	Kled	Lee Sin	Thresh	Fiora	Xayah	Zac	Gragas	Orianna	Rumble	TCL	0
Varus	Olaf	Syndra	Karma	Kennen	Caitlyn	Elise	Orianna	Braum	Fiora	Xayah	Galio	Zac	Thresh	Aurelion Sol	Lee Sin	LeBlanc	Gragas	Renekton	Rumble	TCL	0
Kalista	Gragas	LeBlanc	Galio	Renekton	Xayah	Warwick	Syndra	Karma	Fiora	Olaf	Kennen	Tahm Kench	Rakan	Kassadin	Zac	Elise	Caitlyn	Shen	Jax	TCL	1
Tristana	Elise	Orianna	Taric	Shen	Xayah	Lee Sin	Taliyah	Zyra	Jarvan IV	Ivern	Lulu	Rakan	Fiora	Kennen	Zac	Thresh	Galio	Jayce	Gragas	TCL	0
Twitch	Lee Sin	Orianna	Braum	Renekton	Xayah	Kha'zix	Viktor	Rakan	Jarvan IV		Syndra	Zac	Galio	Jayce	Ivern	Elise	Lulu	Fiora	Kennen	TCL	0
Varus	Lee Sin	Lulu	Braum	Kennen	Caitlyn	Graves	LeBlanc	Thresh	Rumble	Galio	Gragas	Ivern	Jayce	Jarvan IV	Zac	Elise	Syndra	Cassiopeia	Orianna	TCL	0
Caitlyn	Elise	Taliyah	Lulu	Kennen	Ashe	Ivern	Cassiopeia	Zyra	Jarvan IV	Orianna	Gragas	Syndra	Lee Sin	Graves	Zac	Galio	Thresh	Varus	LeBlanc	TCL	1
Kalista	Gragas	LeBlanc	Blitzcrank	Jarvan IV	Ashe	Elise	Syndra	Zyra	Renekton	Xayah	Karthus	Zac	Cassiopeia	Shen	Kennen	Thresh	Galio	Braum	Tahm Kench	TCL	0
Lucian	Elise	Syndra	Braum	Renekton	Kalista	Lee Sin	Vladimir	Thresh	Kled	Kennen	Gragas	Galio	LeBlanc	Karma	Karthus	Xayah	Zac	Twitch	Caitlyn	TCL	0
Varus	Zac	Orianna	Nautilus	Gragas	Kog'Maw	Kha'zix	Karma	Thresh	Galio	Fiora	Jayce	Kennen	Caitlyn	LeBlanc	Xayah	Zyra	Elise	Braum	Rakan	TCL	1
Varus	Olaf	Orianna	Zyra	Shen	Caitlyn	Kha'zix	Taliyah	Lulu	Gragas	Xayah	Lee Sin	Graves	Galio	Kennen	Elise	Zac	Thresh	Fiora	Jayce	TCL	1
Draven	Gragas	Orianna	Thresh	Kled	Caitlyn	Ivern	Viktor	Taric	Jarvan IV	Kha'zix	Xayah	Lee Sin	Lulu	Zyra	Zac	Galio	LeBlanc	Kennen	Fiora	TCL	1
Ashe	Elise	Orianna	Braum	Jarvan IV	Caitlyn	Gragas	Viktor	Thresh	Fiora	Zac	Galio	LeBlanc	Ahri	Draven	Lee Sin	Kha'zix	Xayah	Kalista	Lucian	TCL	1
Ashe	Kha'zix	Syndra	Rakan	Gragas	Varus	Lee Sin	Taliyah	Lulu	Shen	LeBlanc	Zac	Zyra	Ekko	Rumble	Elise	Thresh	Xayah	Orianna	Kassadin	TCL	1
Xayah	Zac	Jayce	Nautilus	Rumble	Kalista	Gragas	Cassiopeia	Thresh	Shen	Syndra	Rakan	Jarvan IV	Lee Sin	Kha'zix	Elise	LeBlanc	Ekko	Taliyah	Braum	TCL	1
Caitlyn	Lee Sin	Taliyah	Thresh	Jarvan IV	Xayah	Graves	Orianna	Braum	Sejuani	Draven	Gragas	Galio	Kled	Shen	Kennen	Elise	Zac	Fiora	Jayce	TCL	1
Caitlyn	Elise	Cassiopeia	Lux	Shen	Jinx	Lee Sin	LeBlanc	Lulu	Galio	Kennen	Thresh	Fiora	Kog'Maw	Twitch	Draven	Gragas	Zac	Kassadin	Ryze	TCL	1
Caitlyn	Zac	Orianna	Karma	Lucian	Varus	Ivern	Taliyah	Lulu	Kennen	Lee Sin	Xayah	Zyra	Kha'zix	Graves	Elise	Thresh	Galio	Jayce	Gragas	TCL	1
Varus	Olaf	Cassiopeia	Lulu	Shen	Ashe	Gragas	LeBlanc	Zyra	Jarvan IV	Galio	Kennen	Jayce	Orianna	Kha'zix	Zac	Xayah	Elise	Fiora	Renekton	TCL	0
Twitch	Elise	Orianna	Lulu	Renekton	Varus	Rumble	Galio	Braum	Kled	Lee Sin	LeBlanc	Thresh	Olaf	Kha'zix	Syndra	Zac	Gragas	Kennen	Jarvan IV	TCL	1
Kalista	Olaf	Karma	Braum	Jax	Xayah	Kha'zix	Ahri	Thresh	Kled	Syndra	Elise	Orianna	Galio	Fiora	Lee Sin	Gragas	Zac	LeBlanc	Shen	TCL	0
Ashe	Graves	LeBlanc	Thresh	Rumble	Caitlyn	Lee Sin	Cassiopeia	Braum	Galio	Draven	Jarvan IV	Gragas	Olaf	Kha'zix	Kennen	Elise	Zac	Jayce	Orianna	TCL	1
Caitlyn	Graves	Aurelion Sol	Braum	Shen	Varus	Gragas	Orianna	Thresh	Jarvan IV	Kennen	LeBlanc	Galio	Fiora	Jayce	Draven	Zac	Elise	Syndra	Taliyah	TCL	0
Xayah	Kha'zix	LeBlanc	Rakan	Gragas	Caitlyn	Graves	Ryze	Braum	Shen	Kennen	Galio	Lee Sin	Syndra	Orianna	Elise	Zac	Thresh	Ekko	Taliyah	TCL	1
Varus	Kha'zix	Malzahar	Bard	Fiora	Ashe	Lee Sin	Ekko	Zyra	Rumble	Xayah	Thresh	Gragas	LeBlanc	Jayce	Zac	Kennen	Elise	Syndra	Orianna	TCL	1
Ashe	Lee Sin	Fizz	Zyra	Kennen	Varus	Graves	Syndra	Karma	Gragas	Orianna	Galio	Thresh	Caitlyn	Kha'zix	Zac	Elise	Xayah	Shen	Fiora	TCL	1
Caitlyn	Gragas	Ahri	Thresh	Jarvan IV	Varus	Kha'zix	Orianna	Nautilus	Galio	Lee Sin	Zyra	Kennen	Fiora	Shen	Zac	Xayah	Elise	Kalista	Ashe	TCL	1
Twitch	Zac	Orianna	Thresh	Renekton	Ashe	Gragas	Ahri	Braum	Jarvan IV	Xayah	Kha'zix	Lee Sin	Syndra	Viktor	LeBlanc	Elise	Galio	Kled	Kalista	TCL	1
Ashe	Kha'zix	Ahri	Karma	Gragas	Varus	Lee Sin	Orianna	Lulu	Kled	LeBlanc	Galio	Zac	Kalista	Twitch	Elise	Xayah	Thresh	Tristana	Lucian	TCL	1
Caitlyn	Graves	Orianna	Brand	Jarvan IV	Varus	Gragas	Lucian	Tahm Kench	Cassiopeia	Rumble	Lee Sin	Galio	LeBlanc	Taliyah	Zac	Elise	Syndra	Braum	Bard	LCK	0
Ashe	Gragas	Cassiopeia	Tahm Kench	Fiora	Caitlyn	Graves	Orianna	Bard	Jarvan IV	Zac	Elise	Syndra	Karma	Sion	Rumble	Galio	Lucian	Renekton	Taliyah	LCK	1
Ashe	Kha'zix	Jayce	Bard	Rumble	Twitch	Lee Sin	Cassiopeia	Tahm Kench	Kennen	Taliyah	Elise	Zac	Kalista	Varus	Syndra	Galio	Caitlyn	Orianna	Braum	LCK	1
Twitch	Gragas	Galio	Braum	Renekton	Kalista	Lee Sin	Taliyah	Thresh	Jarvan IV	Rumble	Kha'zix	Caitlyn	Olaf	Graves	Elise	Zac	Syndra	Nidalee	Rengar	LCK	1
Caitlyn	Lee Sin	Orianna	Blitzcrank	Shen	Xayah	Gragas	Taliyah	Taric	Jarvan IV	Twitch	Elise	Zac	Braum	Thresh	Rumble	Syndra	Galio	Fiora	Tahm Kench	LCK	0
Caitlyn	Kha'zix	LeBlanc	Braum	Renekton	Ashe	Lee Sin	Cassiopeia	Lulu	Kled	Galio	Elise	Twitch	Kennen	Jayce	Zac	Rakan	Thresh	Fiora	Shen	EULCS	1
Caitlyn	Kha'zix	Syndra	Braum	Shen	Ashe	Lee Sin	Taliyah	Zyra	Kled	Galio	Elise	Twitch	Kennen	Jayce	Zac	Rakan	Thresh	Fiora	LeBlanc	EULCS	1
Kalista	Warwick	Orianna	Thresh	Renekton	Kennen	Kha'zix	Syndra	Zyra	Gnar	Elise	Shen	Lee Sin	LeBlanc	Gragas	Rakan	Galio	Zac	Fiora	Taliyah	EULCS	0
Kennen	Lee Sin	LeBlanc	Zyra	Kled	Varus	Elise	Syndra	Thresh	Jarvan IV	Galio	Rakan	Kalista	Fiora	Gnar	Shen	Zac	Xayah	Renekton	Gragas	EULCS	0
Kalista	Warwick	Viktor	Thresh	Fiora	Kennen	Kha'zix	Cassiopeia	Lulu	Gragas	Elise	Shen	Syndra	Zyra	LeBlanc	Galio	Rakan	Zac	Taliyah	Orianna	EULCS	1
Xayah	Sejuani	Taliyah	Zyra	Jarvan IV	Kalista	Zac	Corki	Rakan	Camille	LeBlanc	Kennen	Thresh	Orianna	Cassiopeia	Elise	Rek'Sai	Caitlyn	Braum	Karma	LCK	1
Kog'Maw	Zac	Galio	Lulu	Jarvan IV	Caitlyn	Kha'zix	Cassiopeia	Braum	Gragas	Rumble	Syndra	Tahm Kench	Kennen	Fiora	Orianna	Elise	Thresh	Kalista	Brand	LCK	1
Twitch	Nunu	Corki	Thresh	Shen	Kog'Maw	Elise	Cassiopeia	Braum	Gangplank	Kassadin	Nidalee	Jax	Ashe	Varus	Zac	Caitlyn	Rek'Sai	Syndra	Orianna	LCK	1
Caitlyn	Zac	LeBlanc	Karma	Shen	Ashe	Gragas	Orianna	Zyra	Kled	Taliyah	Syndra	Viktor	Varus	Renekton	Thresh	Elise	Galio	Kennen	Fiora	LCK	1
Ashe	Zac	Corki	Thresh	Jarvan IV	Caitlyn	Gragas	Syndra	Braum	Jax	Rumble	Elise	Jayce	Orianna	LeBlanc	Twitch	Kog'Maw	Galio	Fiora	Camille	LCK	1
Varus	Gragas	Galio	Rakan	Renekton	Ashe	Elise	Karma	Zyra	Kennen	Taliyah	Viktor	Syndra	Lulu	Cassiopeia	Thresh	Caitlyn	Zac	Kha'zix	Graves	LCK	1
Xayah	Elise	Taliyah	Thresh	Gragas	Caitlyn	Lee Sin	Orianna	Lulu	Jarvan IV	Syndra	Kennen	LeBlanc	Ivern	Galio	Karthus	Zac	Zyra	Shen	Fiora	TCL	0
Ashe	Lee Sin	Orianna	Thresh	Renekton	Caitlyn	Graves	Syndra	Braum	Rumble	Elise	Tahm Kench	Lucian	Kennen	Kha'zix	Zac	Galio	Xayah	LeBlanc	Fizz	EULCS	1
Xayah	Kha'zix	Galio	Braum	Rumble	Ashe	Lee Sin	Cassiopeia	Blitzcrank	Renekton	Kennen	Thresh	Elise	Orianna	Fiora	Zac	Tahm Kench	Rakan	Syndra	Taric	EULCS	1
Xayah	Lee Sin	Taliyah	Blitzcrank	Renekton	Kalista	Gragas	Galio	Rakan	Jarvan IV	Tahm Kench	Elise	Syndra	Kennen	Rumble	Zac	Thresh	Shen	Orianna	Cassiopeia	EULCS	1
Caitlyn	Gragas	Aurelion Sol	Thresh	Jarvan IV	Twitch	Warwick	Ryze	Blitzcrank	Shen	LeBlanc	Ivern	Rakan	Kassadin	Syndra	Zac	Galio	Zyra	Kennen	Taliyah	EULCS	0
Caitlyn	Warwick	Galio	Bard	Renekton	Twitch	Gragas	Kassadin	Braum	Fiora	Kennen	Elise	Thresh	Taliyah	Syndra	Zac	Rakan	Shen	Ivern	Blitzcrank	EULCS	0
Caitlyn	Gragas	Galio	Braum	Renekton	Xayah	Ivern	Malzahar	Rakan	Kled	Kennen	Fiora	Thresh	Kassadin	Taliyah	Zac	Shen	LeBlanc	Syndra	Twitch	EULCS	0
Caitlyn	Gragas	Orianna	Morgana	Renekton	Kog'Maw	Elise	Syndra	Nami	Shen	Olaf	Rakan	Fiora	Lulu	Karma	Zac	Kennen	Galio	Thresh	Bard	NALCS	1
Kennen	Kha'zix	Ahri	Karma	Fiora	Caitlyn	Gragas	Orianna	Blitzcrank	Jarvan IV	Thresh	LeBlanc	Jayce	Bard	Taliyah	Zac	Olaf	Galio	Cassiopeia	Syndra	NALCS	0
Ashe	Lee Sin	Taliyah	Braum	Kennen	Caitlyn	Gragas	Kassadin	Karma	Pantheon	LeBlanc	Lucian	Galio	Jayce	Ivern	Shen	Zac	Elise	Thresh	Zyra	NALCS	0
