blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Xayah	Zac	Galio	Rakan	Camille	Caitlyn	Sejuani	Corki	Morgana	Gangplank	Ryze	Braum	Olaf	Cho'gath	Gnar	Swain	Skarner	Azir	Shen	Orianna	NALCS	1
Tristana	Skarner	Cassiopeia	Janna	Ornn	Kalista	Sejuani	Orianna	Tahm Kench	Camille	Galio	Swain	Caitlyn	Kog'Maw	Varus	Xayah	Ryze	Sion	Fiora	Urgot	TCL	1
Xayah	Skarner	Sion	Tahm Kench	Gnar	Tristana	Olaf	Cassiopeia	Thresh	Cho'gath	Taliyah	Camille	Swain	Ornn	Urgot	Galio	Caitlyn	Rakan	Braum	Morgana	TCL	0
Xayah	Zac	Anivia	Rakan	Sion	Ezreal	Skarner	Swain	Leona	Gangplank	Taliyah	Ryze	Varus	Camille	Caitlyn	Sejuani	Galio	Olaf	Syndra	Azir	LCK	0
Ezreal	Olaf	Azir	Leona	Sion	Xayah	Xin Zhao	Corki	Rakan	Ornn	Galio	Swain	Sejuani	Skarner	Nidalee	Taliyah	Ryze	Varus	Gangplank	Caitlyn	LCK	1
Xayah	Jax	Azir	Thresh	Gangplank	Ezreal	Zac	Vel'koz	Rakan	Camille	Ryze	Swain	Olaf	Anivia	Galio	Varus	Sejuani	Skarner	Jarvan IV	Kha'zix	LCK	0
Jinx	Sejuani	Karma	Tahm Kench	Sion	Ezreal	Zac	Azir	Braum	Swain	Varus	Gangplank	Skarner	Alistar	Thresh	Ryze	Xayah	Olaf	Camille	Caitlyn	LCK	1
Varus	Skarner	Karma	Rakan	Gnar	Kog'Maw	Olaf	Taliyah	Alistar	Swain	Azir	Xayah	Sejuani	Thresh	Tahm Kench	Vel'koz	Galio	Gangplank	Braum	Taric	LCK	0
Kog'Maw	Sejuani	Taliyah	Lulu	Sion	Varus	Olaf	Malzahar	Braum	Gnar	Vel'koz	Camille	Gangplank	Ornn	Karma	Azir	Swain	Xayah	Thresh	Anivia	LCK	0
Caitlyn	Zac	Malzahar	Braum	Ornn	Jinx	Skarner	Karma	Thresh	Gangplank	Azir	Xayah	Swain	Jhin	Ezreal	Vel'koz	Varus	Olaf	Camille	Gnar	LCK	0
Jhin	Olaf	Galio	Tahm Kench	Gnar	Xayah	Skarner	Ryze	Rakan	Ornn	Sejuani	Braum	Swain	Taliyah	Azir	Sion	Varus	Gangplank	Camille	Ezreal	LCK	1
Caitlyn	Skarner	Azir	Tahm Kench	Gnar	Ashe	Zac	Swain	Braum	Jayce	Sion	Sejuani	Galio	Gangplank	Kog'Maw	Olaf	Varus	Rakan	Thresh	Alistar	LCK	0
Caitlyn	Olaf	Karma	Morgana	Sion	Ezreal	Zac	Swain	Leona	Gnar	Ryze	Jhin	Tahm Kench	Gangplank	Alistar	Azir	Skarner	Rakan	Camille	Braum	LCK	1
Caitlyn	Olaf	Swain	Morgana	Sion	Xayah	Sejuani	Vel'koz	Rakan	Ornn	Karma	Azir	Skarner	Taliyah	Gangplank	Ryze	Tahm Kench	Jhin	Braum	Alistar	LCK	0
Varus	Zac	Azir	Braum	Trundle	Ezreal	Sejuani	Vel'koz	Janna	Cho'gath	Sion	Jhin	Swain	Gnar	Ornn	Olaf	Xayah	Gangplank	Camille	Fiora	LCK	1
Ezreal	Skarner	Corki	Morgana	Gangplank	Caitlyn	Zac	Galio	Karma	Vladimir	Xayah	Varus	Olaf	Braum	Thresh	Swain	Jhin	Azir	Tahm Kench	Alistar	LCK	0
Ashe	Olaf	Ryze	Tahm Kench	Cho'gath	Kog'Maw	Skarner	Cassiopeia	Janna	Gnar	Riven	Swain	Azir	Braum	Taric	Caitlyn	Xayah	Yorick	Jhin	Varus	NAAc	1
Kog'Maw	Zac	Ryze	Tahm Kench	Gangplank	Tristana	Sejuani	Swain	Braum	Cho'gath	Caitlyn	Galio	Cassiopeia	Yorick	Sion	Riven	Olaf	Xayah	Gnar	Yasuo	NAAc	0
Ezreal	Sejuani	Anivia	Braum	Gangplank	Ashe	Skarner	Ryze	Tahm Kench	Cho'gath	Caitlyn	Galio	Swain	Sion	Yorick	Riven	Xayah	Olaf	Cassiopeia	Azir	NAAc	1
Tristana	Sejuani	Cassiopeia	Alistar	Maokai	Ezreal	Skarner	Taliyah	Braum	Sion	Riven	Swain	Azir	Zac	Rek'Sai	Caitlyn	Xayah	Olaf	Yorick	Cho'gath	NAAc	1
Xayah	Skarner	Taliyah	Rakan	Gnar	Caitlyn	Zac	Kassadin	Morgana	Sion	Swain	Tahm Kench	Ryze	Olaf	Vladimir	Kha'zix	Azir	Braum	Anivia	Galio	EULCS	0
Caitlyn	Sejuani	Ryze	Thresh	Shen	Jhin	Zac	Orianna	Morgana	Camille	Swain	Tahm Kench	Sion	Galio	Cassiopeia	Kha'zix	Azir	Xayah	Skarner	Olaf	EULCS	0
Jinx	Olaf	Anivia	Thresh	Sion	Caitlyn	Trundle	Swain	Taric	Camille	Zac	Tahm Kench	Morgana	Alistar	Braum	Kha'zix	Azir	Xayah	Cassiopeia	Jhin	EULCS	0
Jhin	Olaf	Ryze	Morgana	Camille	Varus	Trundle	Taliyah	Thresh	Sion	Azir	Swain	Tahm Kench	Zac	Kha'zix	Xayah	Galio	Caitlyn	Alistar	Braum	EULCS	0
Caitlyn	Sejuani	Cassiopeia	Thresh	Shen	Jhin	Olaf	Orianna	Trundle	Camille	Xayah	Galio	Swain	Alistar	Anivia	Azir	Ryze	Tahm Kench	Jax	Sion	EULCS	0
Tristana	Olaf	Ryze	Braum	Cho'gath	Caitlyn	Sejuani	Taliyah	Leona	Sion	Azir	Swain	Tahm Kench	Thresh	Morgana	Xayah	Galio	Camille	Jhin	Jinx	EULCS	0
Tristana	Sejuani	Vladimir	Tahm Kench	Shen	Caitlyn	Zac	Kassadin	Morgana	Sion	Xayah	Camille	Swain	Galio	Cassiopeia	Azir	Ryze	Thresh	Taliyah	Cho'gath	EULCS	0
Ashe	Zac	Kassadin	Tahm Kench	Ornn	Tristana	Trundle	Taliyah	Braum	Sion	Azir	Swain	Ryze	Sejuani	Cassiopeia	Xayah	Camille	Caitlyn	Anivia	Jinx	EULCS	0
Caitlyn	Skarner	Swain	Tahm Kench	Gangplank	Jhin	Kha'zix	Veigar	Braum	Ornn	Kog'Maw	Cho'gath	Sejuani	Ryze	Cassiopeia	Xayah	Olaf	Galio	Gnar	Ezreal	NAAc	0
Caitlyn	Zac	Ryze	Morgana	Sion	Ezreal	Sejuani	Azir	Braum	Cho'gath	Galio	Swain	Varus	Camille	Gangplank	Kog'Maw	Xayah	Olaf	Gnar	Ornn	NAAc	1
Jhin	Olaf	Taliyah	Tahm Kench	Renekton	Caitlyn	Kha'zix	Cassiopeia	Braum	Maokai	Kog'Maw	Ornn	Sejuani	Cho'gath	Ryze	Galio	Swain	Xayah	Gangplank	Azir	NAAc	0
Caitlyn	Skarner	Ryze	Nami	Swain	Jhin	Sejuani	Orianna	Tahm Kench	Gnar	Gangplank	Xayah	Olaf	Janna	Alistar	Ornn	Cho'gath	Sion	Braum	Morgana	NALCS	1
Ezreal	Sejuani	Ryze	Tahm Kench	Fiora	Caitlyn	Skarner	Cassiopeia	Morgana	Singed	Ornn	Cho'gath	Sion	Braum	Gnar	Swain	Olaf	Gangplank	Jhin	Camille	NALCS	0
Jhin	Skarner	Azir	Tahm Kench	Swain	Ezreal	Sejuani	Orianna	Braum	Gnar	Gangplank	Xayah	Olaf	Alistar	Varus	Ornn	Cho'gath	Sion	Morgana	Caitlyn	NALCS	1
Varus	Olaf	Taliyah	Tahm Kench	Sion	Caitlyn	Sejuani	LeBlanc	Braum	Gnar	Gangplank	Azir	Rakan	Cassiopeia	Camille	Ryze	Swain	Skarner	Jhin	Kog'Maw	NALCS	1
Kog'Maw	Skarner	Swain	Thresh	Gnar	Varus	Olaf	Ryze	Braum	Ornn	Sion	Gangplank	Tahm Kench	Ezreal	Camille	Rakan	Azir	Morgana	Cassiopeia	Caitlyn	NALCS	1
Kog'Maw	Skarner	Karma	Tahm Kench	Gnar	Caitlyn	Olaf	Orianna	Thresh	Sion	Gangplank	Rakan	Azir	Morgana	Braum	Ryze	Swain	Taliyah	Syndra	Galio	NALCS	0
Jhin	Zac	Swain	Thresh	Ornn	Caitlyn	Sejuani	Syndra	Morgana	Camille	Sion	Gangplank	Ryze	Taliyah	Anivia	Rakan	Olaf	Skarner	Varus	Azir	NALCS	1
Caitlyn	Kha'zix	Zoe	Tahm Kench	Sion	Jinx	Sejuani	Azir	Braum	Ornn	Gangplank	Galio	Swain	Ezreal	Jhin	Olaf	Xayah	Varus	Zac	Skarner	LMS	0
Ezreal	Xin Zhao	Ryze	Alistar	Sion	Varus	Kha'zix	Cassiopeia	Braum	Gangplank	Galio	Swain	Tahm Kench	Sejuani	Skarner	Olaf	Xayah	Zac	Camille	Malzahar	LMS	0
Varus	Kha'zix	Cassiopeia	Ornn	Cho'gath	Caitlyn	Olaf	Syndra	Tahm Kench	Shen	Sejuani	Zac	Azir	Gangplank	Sion	Swain	Rakan	Gnar	Braum	Camille	LMS	1
Tristana	Zac	Ryze	Alistar	Cho'gath	Xayah	Sejuani	Vel'koz	Rakan	Ornn	Tahm Kench	Taliyah	Cassiopeia	Gangplank	Gnar	Swain	Olaf	Skarner	Caitlyn	Camille	LMS	1
Jhin	Sejuani	Vel'koz	Leona	Gangplank	Xayah	Zac	Ryze	Rakan	Gnar	Skarner	Ezreal	Camille	Cho'gath	Taliyah	Galio	Swain	Olaf	Varus	Tristana	LMS	1
Jhin	Sejuani	Azir	Tahm Kench	Ornn	Xayah	Olaf	Corki	Rakan	Cho'gath	Galio	Gangplank	Swain	Vel'koz	Malzahar	Ezreal	Skarner	Camille	Caitlyn	Varus	LMS	0
Jhin	Olaf	Syndra	Karma	Ornn	Caitlyn	Zac	Orianna	Tahm Kench	Camille	Kha'zix	Ryze	Gnar	Taliyah	Cassiopeia	Galio	Xayah	Swain	Thresh	Alistar	LMS	0
Varus	Olaf	Vel'koz	Tahm Kench	Camille	Caitlyn	Sejuani	Swain	Braum	Ornn	Kha'zix	Ryze	Gnar	Zac	Nidalee	Galio	Xayah	Karma	Syndra	Taliyah	LMS	1
Tristana	Zac	Taliyah	Braum	Gnar	Varus	Jarvan IV	Malzahar	Tahm Kench	Sion	Galio	Xayah	Sejuani	Syndra	Karma	Olaf	Skarner	Ryze	Alistar	Taric	LMS	1
Kog'Maw	Olaf	Anivia	Braum	Gangplank	Varus	Jax	Taliyah	Tahm Kench	Vladimir	Zac	Sejuani	Sion	Skarner	Azir	Galio	Swain	Camille	Jhin	Vel'koz	LMS	0
Tristana	Sejuani	Ryze	Tahm Kench	Gangplank	Ezreal	Skarner	Vel'koz	Braum	Vladimir	Galio	Swain	Olaf	Cassiopeia	Anivia	Varus	Taliyah	Xayah	Azir	Jhin	LMS	0
Jhin	Olaf	Azir	Alistar	Camille	Tristana	Skarner	Vel'koz	Braum	Cho'gath	Galio	Swain	Sejuani	Gangplank	Ezreal	Varus	Taliyah	Sion	Taric	Xayah	LMS	0
Tristana	Zac	Vel'koz	Braum	Ornn	Varus	Sejuani	Kassadin	Alistar	Swain	Ryze	Azir	Skarner	Zoe	Gangplank	Olaf	Xayah	Galio	Vladimir	Sion	LMS	0
Varus	Sejuani	Ryze	Braum	Swain	Tristana	Zac	Karma	Leona	Gangplank	Vel'koz	Xayah	Galio	Alistar	Taliyah	Azir	Skarner	Olaf	Vladimir	Gnar	LMS	1
Xayah	Camille	Syndra	Rakan	Ryze	Jhin	Olaf	Taliyah	Tahm Kench	Sion	Galio	Swain	Skarner	Jayce	Azir	Karma	Vel'koz	Varus	Sejuani	Zac	LCK	0
Varus	Skarner	Ryze	Braum	Gnar	Xayah	Gragas	Taliyah	Rakan	Gangplank	Vel'koz	Sejuani	Zac	Jarvan IV	Kennen	Galio	Swain	Olaf	Thresh	Tahm Kench	LCK	0
Varus	Zac	Azir	Braum	Gnar	Caitlyn	Sejuani	Taliyah	Thresh	Camille	Galio	Swain	Olaf	Ashe	Jhin	Vel'koz	Xayah	Skarner	Gangplank	Fiora	LCK	0
Caitlyn	Jarvan IV	Karma	Tahm Kench	Swain	Jhin	Skarner	Ryze	Thresh	Gnar	Xayah	Gangplank	Azir	Camille	Ornn	Sion	Varus	Olaf	Braum	Sejuani	LCK	1
Xayah	Sejuani	Galio	Rakan	Gnar	Kalista	Skarner	Azir	Tahm Kench	Sion	Karma	Swain	Varus	Caitlyn	Jinx	Gangplank	Jhin	Olaf	Camille	Ornn	LCK	1
Caitlyn	Skarner	Karma	Lulu	Ornn	Jinx	Sejuani	Taliyah	Braum	Sion	Galio	Xayah	Gangplank	Thresh	Azir	Swain	Varus	Olaf	Camille	Gnar	LCK	0
Ezreal	Olaf	Sion	Alistar	Gangplank	Xayah	Jarvan IV	Taliyah	Braum	Vladimir	Azir	Galio	Zac	Rakan	Sejuani	Jhin	Gnar	Swain	Varus	Caitlyn	LCK	0
Varus	Sejuani	Taliyah	Tahm Kench	Camille	Ezreal	Olaf	LeBlanc	Alistar	Fiora	Jhin	Gnar	Swain	Ornn	Gangplank	Azir	Galio	Xayah	Braum	Vladimir	LCK	0
Jhin	Zac	Ryze	Tahm Kench	Fiora	Varus	Sejuani	Anivia	Alistar	Gangplank	Azir	Galio	Xayah	Braum	Thresh	Gnar	Swain	Olaf	Vladimir	Camille	LCK	0
Kalista	Sejuani	Ryze	Braum	Camille	Ezreal	Zac	Sion	Alistar	Fiora	Xayah	Gangplank	Swain	Kog'Maw	Tahm Kench	Varus	Olaf	Skarner	Thresh	Karma	LCK	1
Caitlyn	Zac	Karma	Tahm Kench	Gangplank	Xayah	Lee Sin	Swain	Rakan	Vladimir	Varus	Ryze	Sejuani	Camille	Gnar	Sion	Olaf	Skarner	Anivia	Azir	LCK	0
Ezreal	Zac	Sion	Tahm Kench	Gnar	Caitlyn	Sejuani	Corki	Braum	Gangplank	Skarner	Ryze	Swain	Camille	Jayce	Xayah	Olaf	Varus	Galio	Azir	CBLoL	1
Varus	Zac	Corki	Braum	Sion	Ezreal	Jarvan IV	Kassadin	Taric	Camille	Skarner	Ryze	Swain	Alistar	Azir	Xayah	Olaf	Tahm Kench	Fiora	Jax	CBLoL	0
Caitlyn	Xin Zhao	Ryze	Taric	Camille	Kog'Maw	Sejuani	Cassiopeia	Braum	Shen	Tahm Kench	Sion	Xayah	Ezreal	Varus	Olaf	Skarner	Zac	Jarvan IV	Alistar	CBLoL	0
Kog'Maw	Skarner	Ryze	Braum	Poppy	Ezreal	Jarvan IV	Anivia	Leona	Jayce	Camille	Swain	Zac	Alistar	Gnar	Tahm Kench	Olaf	Xayah	Caitlyn	Varus	CBLoL	0
Caitlyn	Skarner	Azir	Thresh	Camille	Tristana	Zac	Galio	Braum	Fiora	Tahm Kench	Xayah	Sion	Varus	Jinx	Olaf	Ryze	Ezreal	Alistar	Taric	CBLoL	1
Jhin	Skarner	Ryze	Karma	Gnar	Ezreal	Rek'Sai	Taliyah	Morgana	Sion	Swain	Tristana	Camille	Olaf	Sejuani	Caitlyn	Xayah	Galio	Braum	Fiora	TCL	0
Twitch	Sejuani	Syndra	Morgana	Sion	Kog'Maw	Trundle	Taliyah	Tahm Kench	Ornn	Swain	Camille	Galio	Olaf	Jarvan IV	Caitlyn	Xayah	Tristana	Jhin	Varus	TCL	0
Ezreal	Trundle	Vladimir	Shen	Camille	Xayah	Olaf	Swain	Braum	Ornn	Tristana	Ryze	Sion	Fiora	Thresh	Rakan	Caitlyn	Galio	Cassiopeia	Tahm Kench	TCL	1
Xayah	Sejuani	Orianna	Braum	Gnar	Ezreal	Olaf	Swain	Bard	Maokai	Ryze	Sion	Taliyah	Ornn	Morgana	Galio	Caitlyn	Camille	Rakan	Cassiopeia	TCL	0
Xayah	Skarner	Orianna	Rakan	Urgot	Kog'Maw	Sejuani	Azir	Tahm Kench	Jayce	Galio	Camille	Kha'zix	Gnar	Ornn	Tristana	Taliyah	Caitlyn	Swain	Sion	TCL	1
Caitlyn	Sejuani	Orianna	Thresh	Camille	Jinx	Olaf	Swain	Tahm Kench	Cho'gath	Xayah	Sion	Galio	Gnar	Jhin	Taliyah	Ryze	Skarner	Morgana	Janna	TCL	0
Jinx	Skarner	Taliyah	Thresh	Trundle	Tristana	Nidalee	Ryze	Blitzcrank	Sion	Galio	Tahm Kench	Varus	Zac	Alistar	Caitlyn	Xayah	Camille	Shen	Ornn	TCL	1
Kai'Sa	Jhin	Yasuo	Lux	Alistar	Ryze	Rek'Sai	Veigar	Blitzcrank	Lucian	Xayah	Sion	Olaf	Thresh	Leona	Caitlyn	Taliyah	Camille	Morgana	Tahm Kench	TCL	1
Tristana	Skarner	Ryze	Tahm Kench	Urgot	Ezreal	Sejuani	Cassiopeia	Janna	Swain	Sion	Rek'Sai	Camille	Braum	Azir	Caitlyn	Xayah	Taliyah	Ornn	Cho'gath	TCL	1
Jhin	Trundle	Ekko	Tahm Kench	Swain	Caitlyn	Skarner	Azir	Nami	Cho'gath	Galio	Camille	Sion	Alistar	Gnar	Taliyah	Ryze	Olaf	Orianna	Varus	TCL	1
Corki	Jhin	Ezreal	Cho'gath	Rumble	Caitlyn	Skarner	Zoe	Leona	Malphite	Taliyah	Cassiopeia	Tahm Kench	Vladimir	Ornn	Camille	Galio	Ryze	Olaf	Sejuani	TCL	1
Jhin	Kha'zix	Galio	Tahm Kench	Vladimir	Sivir	Trundle	Swain	Braum	Urgot	Tristana	Camille	Sion	Sejuani	Skarner	Caitlyn	Rakan	Taliyah	Alistar	Gnar	TCL	1
Sivir	Trundle	Swain	Janna	Sion	Jhin	Olaf	Ryze	Tahm Kench	Gangplank	Kha'zix	Azir	Camille	Nidalee	Kog'Maw	Zac	Xayah	Caitlyn	Varus	Braum	EULCS	1
Jhin	Skarner	Cassiopeia	Tahm Kench	Swain	Caitlyn	Sejuani	Ryze	Zilean	Sion	Zac	Xayah	Trundle	Azir	Janna	Kha'zix	Camille	Olaf	Gangplank	Varus	EULCS	1
Jhin	Skarner	Zoe	Thresh	Swain	Sivir	Olaf	Ryze	Morgana	Gnar	Zac	Xayah	Trundle	Alistar	Caitlyn	Kha'zix	Camille	Tahm Kench	Cassiopeia	Azir	EULCS	1
Jhin	Trundle	Cassiopeia	Shen	Camille	Tristana	Skarner	Ryze	Braum	Fiora	Kha'zix	Tahm Kench	Thresh	Sivir	Ezreal	Zac	Swain	Xayah	Azir	Morgana	EULCS	0
Jhin	Trundle	Taliyah	Braum	Cho'gath	Ezreal	Nidalee	Zoe	Tahm Kench	Sion	Tristana	Xayah	Camille	Gnar	Skarner	Ryze	Caitlyn	Swain	Shen	Thresh	EULCS	0
Ezreal	Sejuani	Swain	Braum	Gangplank	Sivir	Skarner	Taliyah	Tahm Kench	Camille	Ryze	Caitlyn	Sion	Varus	Olaf	Xayah	Tristana	Jhin	Zoe	Trundle	EULCS	1
Ezreal	Trundle	Swain	Braum	Cho'gath	Kog'Maw	Olaf	Taliyah	Tahm Kench	Camille	Ryze	Caitlyn	Sion	Sivir	Varus	Xayah	Tristana	Jhin	Zoe	Gangplank	EULCS	0
Ezreal	Trundle	Swain	Braum	Gangplank	Kog'Maw	Olaf	Taliyah	Tahm Kench	Gnar	Ryze	Caitlyn	Camille	Varus	Shen	Xayah	Tristana	Jhin	Sivir	Jinx	EULCS	1
Caitlyn	Skarner	Orianna	Morgana	Sion	Xayah	Sejuani	Zoe	Nami	Ornn	Tahm Kench	Swain	Ryze	Camille	Azir	Olaf	Zac	Kha'zix	Gnar	Cho'gath	NAAc	1
Jhin	Skarner	Ryze	Thresh	Sion	Caitlyn	Sejuani	Orianna	Alistar	Maokai	Xayah	Morgana	Kha'zix	Braum	Ornn	Olaf	Tahm Kench	Swain	Janna	Cho'gath	NAAc	0
Jhin	Zac	Azir	Morgana	Sion	Draven	Sejuani	Kassadin	Thresh	Cho'gath	Tahm Kench	Swain	Ryze	Tristana	Ashe	Xayah	Caitlyn	Olaf	Shen	Ornn	NAAc	0
Caitlyn	Sejuani	Ryze	Lulu	Shen	Jhin	Skarner	Orianna	Morgana	Cho'gath	Kog'Maw	Xayah	Olaf	Cassiopeia	Anivia	Swain	Tahm Kench	Thresh	Braum	Alistar	NAAc	1
Ezreal	Sejuani	Taliyah	Alistar	Ornn	Kog'Maw	Skarner	Orianna	Morgana	Sion	Tahm Kench	Swain	Ryze	Kassadin	Azir	Xayah	Caitlyn	Olaf	Jhin	Tristana	NAAc	1
Kalista	Olaf	Ryze	Braum	Sion	Caitlyn	Trundle	Cassiopeia	Alistar	Shen	Xayah	Jhin	Morgana	Thresh	Tahm Kench	Swain	Gangplank	Janna	Ashe	Ezreal	NALCS	0
Ashe	Sejuani	Swain	Thresh	Ornn	Caitlyn	Skarner	Ryze	Braum	Cho'gath	Gangplank	Trundle	Olaf	Alistar	Camille	Xayah	Jhin	Morgana	Shen	Tahm Kench	NALCS	0
Caitlyn	Kha'zix	Ryze	Tahm Kench	Camille	Ashe	Trundle	Cassiopeia	Braum	Ornn	Xayah	Jhin	Morgana	Thresh	Sion	Swain	Gangplank	Janna	Alistar	Shen	NALCS	0
Ashe	Trundle	Cassiopeia	Tahm Kench	Sion	Caitlyn	Olaf	Ryze	Nami	Shen	Gangplank	Swain	Zac	Camille	Janna	Xayah	Jhin	Morgana	Ornn	Braum	NALCS	1
Kai'Sa	Trundle	Galio	Alistar	Cassiopeia	Caitlyn	Olaf	Karma	Braum	Gangplank	Vel'koz	Camille	Gnar	Morgana	Tahm Kench	Azir	Xayah	Swain	Vladimir	Ryze	LCK	1
Ezreal	Trundle	Galio	Braum	Gangplank	Caitlyn	Skarner	Zilean	Tahm Kench	Ryze	Vel'koz	Camille	Xayah	Karma	Taliyah	Swain	Kai'Sa	Azir	Jhin	Jinx	LCK	0
Xayah	Trundle	Taliyah	Tahm Kench	Ryze	Ezreal	Zac	Galio	Rakan	Cassiopeia	Swain	Kai'Sa	Azir	Caitlyn	Varus	Vel'koz	Camille	Olaf	Karma	Zilean	LCK	0
Ezreal	Olaf	Galio	Alistar	Vladimir	Xayah	Skarner	Sion	Morgana	Gnar	Taliyah	Syndra	Vel'koz	Caitlyn	Varus	Cassiopeia	Camille	Swain	Tahm Kench	Tristana	LMS	1
Ashe	Olaf	Corki	Tahm Kench	Cho'gath	Caitlyn	Jarvan IV	Galio	Karma	Gnar	Taliyah	Syndra	Vel'koz	Braum	Gangplank	Cassiopeia	Camille	Swain	Varus	Ezreal	LMS	1
Caitlyn	Olaf	Taliyah	Morgana	Gangplank	Varus	Jax	Orianna	Tahm Kench	Camille	Ezreal	Ryze	Swain	Azir	Xin Zhao	Zoe	Xayah	Skarner	Braum	Taric	LMS	1
Varus	Skarner	Cassiopeia	Braum	Ornn	Caitlyn	Zac	Ryze	Morgana	Maokai	Xayah	Zoe	Gangplank	Sion	Tahm Kench	Camille	Ezreal	Olaf	Gnar	Cho'gath	LMS	1
Kog'Maw	Olaf	Azir	Braum	Cho'gath	Varus	Skarner	Cassiopeia	Tahm Kench	Swain	Camille	Ezreal	Ryze	Gnar	Ornn	Xayah	Zoe	Gangplank	Morgana	Caitlyn	LMS	0
Varus	Skarner	Sion	Braum	Vladimir	Xayah	Sejuani	Cassiopeia	Rakan	Ornn	Galio	Gangplank	Azir	Camille	Ryze	Olaf	Swain	Tahm Kench	Leona	Fiora	LMS	0
Xayah	Sejuani	Cassiopeia	Rakan	Cho'gath	Varus	Zac	Orianna	Leona	Ornn	Tahm Kench	Sion	Gangplank	Fiora	Taliyah	Galio	Swain	Olaf	Camille	Azir	LMS	1
Varus	Olaf	Vel'koz	Thresh	Camille	Caitlyn	Zac	Ryze	Tahm Kench	Fiora	Taliyah	Zoe	LeBlanc	Ornn	Cassiopeia	Galio	Swain	Braum	Alistar	Ezreal	LMS	1
Ezreal	Olaf	Vel'koz	Braum	Vladimir	Xayah	Sejuani	Cassiopeia	Rakan	Cho'gath	Taliyah	Zoe	LeBlanc	Gnar	Skarner	Galio	Swain	Camille	Leona	Tahm Kench	LMS	0
Varus	Sejuani	Azir	Braum	Ornn	Jhin	Zac	Zoe	Tahm Kench	Cho'gath	Caitlyn	Xayah	Gangplank	Vel'koz	Camille	Olaf	Galio	Swain	Morgana	Janna	LMS	1
Ezreal	Jarvan IV	Azir	Alistar	Swain	Varus	Olaf	Ryze	Braum	Ornn	Caitlyn	Gangplank	Xayah	Camille	Ekko	Galio	Tahm Kench	Sejuani	Zac	Trundle	LMS	1
Ezreal	Sejuani	Azir	Braum	Shen	Caitlyn	Skarner	Taliyah	Rakan	Cho'gath	Varus	Sion	Tahm Kench	Thresh	Janna	Ornn	Swain	Olaf	Gangplank	Camille	LMS	0
Caitlyn	Kha'zix	Ryze	Braum	Cho'gath	Kog'Maw	Skarner	Orianna	Tahm Kench	Gnar	Varus	Sion	Taliyah	Jinx	Cassiopeia	Ornn	Swain	Olaf	Sejuani	Zac	LMS	0
Caitlyn	Olaf	Orianna	Morgana	Cho'gath	Ashe	Trundle	Syndra	Karma	Sion	Azir	Thresh	Gangplank	Tahm Kench	Ornn	Swain	Ryze	Taliyah	Braum	Alistar	NALCS	1
Ezreal	Skarner	Azir	Tahm Kench	Sion	Varus	Olaf	Ryze	Braum	Cho'gath	Taliyah	Gangplank	Xayah	Trundle	Zac	Swain	Morgana	Caitlyn	Jhin	Kog'Maw	NALCS	1
Caitlyn	Olaf	Galio	Braum	Cho'gath	Ashe	Skarner	Orianna	Alistar	Gnar	Azir	Thresh	Gangplank	Morgana	Ornn	Taliyah	Ryze	Swain	Camille	Tahm Kench	NALCS	1
Xayah	Olaf	Syndra	Rakan	Sion	Jhin	Zac	Orianna	Tahm Kench	Shen	Taliyah	Gangplank	Ryze	Cho'gath	Ornn	Swain	Azir	Caitlyn	Skarner	Trundle	NALCS	1
Caitlyn	Trundle	Galio	Braum	Sion	Ezreal	Olaf	Orianna	Morgana	Ornn	Azir	Gangplank	Thresh	Tahm Kench	Alistar	Taliyah	Ryze	Swain	Cho'gath	Camille	NALCS	1
Tristana	Jarvan IV	Azir	Braum	Swain	Xayah	Olaf	Taliyah	Alistar	Gnar	Ryze	Rakan	Kai'Sa	Morgana	Camille	Zac	Trundle	Sejuani	Ezreal	Tahm Kench	LCK	1
Tristana	Jarvan IV	Swain	Karma	Gangplank	Kalista	Olaf	Azir	Braum	Camille	Rakan	Ryze	Kai'Sa	Thresh	Alistar	Zac	Trundle	Sejuani	Ezreal	Tahm Kench	LCK	0
Xayah	Skarner	Taliyah	Thresh	Ornn	Tristana	Jarvan IV	Swain	Rakan	Renekton	Zac	Trundle	Sejuani	Ezreal	Gangplank	Olaf	Azir	Kai'Sa	Morgana	Camille	LCK	1
Ezreal	Kha'zix	Azir	Rakan	Poppy	Xayah	Gragas	Swain	Shen	Camille	Ryze	Olaf	Kai'Sa	Thresh	Skarner	Zac	Trundle	Sejuani	Gangplank	Karma	LCK	0
Caitlyn	Olaf	Taliyah	Karma	Sion	Tristana	Skarner	Zoe	Braum	Cho'gath	Xayah	Camille	Cassiopeia	Gangplank	Ornn	Ryze	Swain	Tahm Kench	Morgana	Thresh	EULCS	1
Jinx	Trundle	Taliyah	Tahm Kench	Sion	Ezreal	Skarner	Cassiopeia	Braum	Ornn	Xayah	Camille	Kha'zix	Jhin	Tristana	Ryze	Swain	Caitlyn	Varus	Ziggs	EULCS	0
