blue_ADC_champion	blue_Jungle_champion	blue_Middle_champion	blue_Support_champion	blue_Top_champion	red_ADC_champion	red_Jungle_champion	red_Middle_champion	red_Support_champion	red_Top_champion	blue_ban1	blue_ban2	blue_ban3	blue_ban4	blue_ban5	red_ban1	red_ban2	red_ban3	red_ban4	red_ban5	league	blue_win
Caitlyn	Jax	Ryze	Braum	Ornn	Sivir	Kha'zix	Azir	Taric	Shen	Gangplank	Vladimir	Gnar	Maokai	Tristana	Zoe	Ezreal	Camille	Jarvan IV	Kog'Maw	LMS	0
Varus	Jax	Ryze	Taric	Cho'gath	Ezreal	Jarvan IV	Zoe	Ornn	Gnar	Gangplank	Kog'Maw	Xayah	Janna	Braum	Nunu	Sejuani	Kalista	Camille	Jayce	TCL	0
Tristana	Zac	Ryze	Taric	Camille	Caitlyn	Jarvan IV	Malzahar	Braum	Jax	Sejuani	Galio	Tahm Kench	Gnar	Gangplank	Zoe	Kalista	Azir	Janna	Cho'gath	TCL	0
Xayah	Jarvan IV	Veigar	Rakan	Cho'gath	Kalista	Sejuani	Azir	Braum	Gnar	Janna	Lee Sin	Jax	Tahm Kench	Ornn	Gangplank	Zoe	Ryze	Varus	Kog'Maw	TCL	1
Kalista	Sejuani	Zoe	Braum	Maokai	Tristana	Ivern	Azir	Alistar	Urgot	Camille	Ryze	Varus	Vladimir	Cho'gath	Tahm Kench	Jarvan IV	Gangplank	Gnar	Ornn	TCL	1
Varus	Sejuani	Galio	Taric	Urgot	Caitlyn	Nunu	Karma	Tahm Kench	Vladimir	Zac	Jarvan IV	Zoe	Ornn	Janna	Ryze	Kalista	Azir	Gnar	Cho'gath	TCL	0
Caitlyn	Jarvan IV	Ryze	Thresh	Cho'gath	Xayah	Sejuani	Azir	Braum	Ornn	Galio	Tahm Kench	Nunu	Tristana	Varus	Zoe	Kalista	Kog'Maw	Taric	Alistar	TCL	0
Tristana	Jax	Ryze	Taric	Ornn	Varus	Sejuani	Taliyah	Janna	Camille	Tahm Kench	Azir	Gnar	Galio	Cassiopeia	Zoe	Gangplank	Kalista	Jarvan IV	Kha'zix	TCL	0
Ezreal	Nunu	Zoe	Leona	Gnar	Xayah	Sejuani	Taliyah	Rakan	Gangplank	Kalista	Nidalee	Ryze	Vladimir	Jayce	Camille	Tahm Kench	Braum	Jarvan IV	Zac	TCL	1
Kog'Maw	Kha'zix	Ryze	Tahm Kench	Cho'gath	Tristana	Jarvan IV	Cassiopeia	Janna	Ornn	Gangplank	Braum	Azir	Kalista	Xayah	Zoe	Nunu	Sejuani	Zac	Jax	TCL	0
Xayah	Rek'Sai	Azir	Rakan	Cho'gath	Varus	Jarvan IV	Ryze	Morgana	Gnar	Sejuani	Galio	Braum	Janna	Camille	Zoe	Kog'Maw	Katarina	Zac	Nunu	TCL	0
Xayah	Zac	Taliyah	Rakan	Gnar	Caitlyn	Nunu	Azir	Morgana	Ornn	Zoe	Jarvan IV	Janna	Camille	Gangplank	Ryze	Kalista	Braum	Sejuani	Vladimir	TCL	0
Tristana	Gragas	Corki	Braum	Cho'gath	Ezreal	Jarvan IV	Galio	Ornn	Gnar	Camille	Kha'zix	Azir	Varus	Caitlyn	Kalista	Kog'Maw	Sejuani	Cassiopeia	Taliyah	CBLoL	1
Caitlyn	Jarvan IV	Kassadin	Tahm Kench	Vladimir	Tristana	Gragas	Taliyah	Taric	Ornn	Gnar	Kog'Maw	Sejuani	Cho'gath	Corki	Azir	Kalista	Camille	Ryze	Zoe	CBLoL	1
Tristana	Gragas	Corki	Braum	Ornn	Caitlyn	Jarvan IV	Ryze	Tahm Kench	Vladimir	Camille	Kha'zix	Azir	Gnar	Cho'gath	Kalista	Kog'Maw	Sejuani	Cassiopeia	Zoe	CBLoL	1
Ezreal	Olaf	Azir	Braum	Sion	Kalista	Kha'zix	Ryze	Taric	Gnar	Jarvan IV	Zoe	Camille	Tahm Kench	Zac	Tristana	Varus	Sejuani	Vladimir	Ornn	CBLoL	0
Kalista	Sejuani	Taliyah	Shen	Gnar	Kog'Maw	Shyvana	Galio	Tahm Kench	Sion	Tristana	Ornn	Varus	Gangplank	Braum	Jarvan IV	Camille	Azir	Zoe	Alistar	CBLoL	1
Ezreal	Kha'zix	Azir	Alistar	Rumble	Tristana	Lee Sin	Ryze	Shen	Gnar	Galio	Tahm Kench	Braum	Camille	Sejuani	Kalista	Jarvan IV	Taric	Jayce	Vladimir	CBLoL	1
Kalista	Jarvan IV	Ryze	Shen	Cho'gath	Ezreal	Camille	Azir	Braum	Vladimir	Taric	Tristana	Alistar	Sejuani	Kha'zix	Galio	Tahm Kench	Kog'Maw	Thresh	Jayce	CBLoL	0
Kalista	Camille	Taliyah	Taric	Gangplank	Varus	Jarvan IV	Orianna	Braum	Yorick	Ryze	Sejuani	Azir	Vladimir	Rumble	Tristana	Tahm Kench	Ornn	Galio	Gnar	CBLoL	1
Tristana	Lee Sin	Vladimir	Braum	Urgot	Caitlyn	Sejuani	Cassiopeia	Taric	Gnar	Tahm Kench	Azir	Camille	Taliyah	Galio	Ryze	Zoe	Kalista	Rumble	Orianna	CBLoL	0
Varus	Jarvan IV	Zoe	Shen	Gnar	Xayah	Sejuani	Taliyah	Rakan	Camille	Ryze	Gangplank	Corki	Malzahar	Azir	Kalista	Kog'Maw	Galio	Tahm Kench	Nidalee	LCK	1
Tristana	Camille	Zoe	Taric	Gnar	Kalista	Kha'zix	Malzahar	Braum	Gangplank	Kog'Maw	Galio	Sejuani	Tahm Kench	Shen	Rengar	Jax	Ryze	Xayah	Varus	LCK	1
Varus	Kha'zix	Azir	Tahm Kench	Camille	Kalista	Rengar	Taliyah	Taric	Gnar	Gangplank	Ryze	Zoe	Tristana	Xayah	Kog'Maw	Galio	Sejuani	Shen	Alistar	LCK	1
Ezreal	Jarvan IV	Malzahar	Tahm Kench	Gnar	Varus	Jax	Corki	Alistar	Camille	Gangplank	Azir	Galio	Shen	Braum	Sejuani	Ryze	Zoe	Kog'Maw	Caitlyn	LCK	0
Tristana	Jax	Galio	Alistar	Camille	Caitlyn	Jarvan IV	Ryze	Zilean	Cho'gath	Zoe	Gangplank	Taliyah	Tahm Kench	Ornn	Kalista	Sejuani	Gnar	Braum	Taric	LCK	1
Kalista	Jarvan IV	Azir	Taric	Nasus	Ezreal	Jax	Taliyah	Braum	Gangplank	Ryze	Galio	Zoe	Kha'zix	Rengar	Alistar	Sejuani	Kassadin	Vladimir	Camille	LCK	0
Sivir	Kha'zix	Azir	Tahm Kench	Vladimir	Ezreal	Jax	Corki	Braum	Gnar	Alistar	Sejuani	Galio	Taliyah	Malzahar	Ryze	Zoe	Gangplank	Kalista	Varus	LCK	0
Vayne	Sejuani	Azir	Braum	Camille	Ezreal	Jarvan IV	Kassadin	Taric	Gangplank	Ryze	Zoe	Galio	Kha'zix	Tahm Kench	Alistar	Gnar	Kalista	Vladimir	Varus	LCK	0
Caitlyn	Camille	Galio	Braum	Gangplank	Ezreal	Sejuani	Taliyah	Alistar	Vladimir	Ryze	Zoe	Jayce	Azir	Corki	Kalista	Kha'zix	Varus	Rakan	Tahm Kench	LCK	0
Ezreal	Zac	Zoe	Taric	Camille	Kalista	Jax	Malzahar	Rakan	Cho'gath	Gangplank	Kha'zix	Sejuani	Gnar	Jarvan IV	Ryze	Galio	Alistar	Tahm Kench	Shen	LCK	1
Kalista	Camille	Galio	Thresh	Ryze	Ezreal	Skarner	Corki	Blitzcrank	Poppy	Kha'zix	Tahm Kench	Nidalee	Alistar	Ornn	Gnar	Gangplank	Zoe	Shen	Braum	LCK	1
Kalista	Rek'Sai	Corki	Thresh	Gangplank	Varus	Jarvan IV	Azir	Alistar	Ryze	Gnar	Zoe	Galio	Camille	Rengar	Kha'zix	Sejuani	Skarner	Poppy	Nidalee	LCK	0
Xayah	Olaf	Gangplank	Rakan	Cho'gath	Tristana	Sejuani	Galio	Braum	Gnar	Azir	Ryze	Varus	Ezreal	Caitlyn	Kha'zix	Skarner	Sion	Cassiopeia	Corki	LCK	1
Kog'Maw	Jarvan IV	Zoe	Taric	Gnar	Ezreal	Sejuani	Azir	Alistar	Vladimir	Gangplank	Malzahar	Ryze	Camille	Ornn	Galio	Kalista	Varus	Tahm Kench	Braum	LCK	1
Varus	Kha'zix	Azir	Taric	Vladimir	Kalista	Jarvan IV	Ryze	Rakan	Ornn	Gangplank	Sejuani	Galio	Thresh	Illaoi	Camille	Zoe	Gnar	Tristana	Ezreal	LCK	0
Caitlyn	Jarvan IV	Zoe	Tahm Kench	Ornn	Ezreal	Jax	Ryze	Braum	Gnar	Azir	Sejuani	Kha'zix	Camille	Jayce	Taric	Kalista	Galio	Varus	Sivir	LCK	0
Xayah	Kha'zix	Ryze	Rakan	Gangplank	Ezreal	Jarvan IV	Azir	Tahm Kench	Gnar	Vladimir	Caitlyn	Kalista	Jax	Taric	Galio	Zoe	Sejuani	Varus	Braum	LCK	1
Kalista	Jax	Galio	Rakan	Vladimir	Ezreal	Sejuani	Azir	Taric	Cho'gath	Skarner	Gangplank	Corki	Sion	Braum	Gnar	Zoe	Alistar	Camille	Jarvan IV	LCK	0
Ezreal	Zac	Zoe	Janna	Cho'gath	Caitlyn	Kha'zix	Galio	Tahm Kench	Ornn	Gnar	Alistar	Vladimir	Kog'Maw	Varus	Skarner	Sejuani	Gangplank	Taric	Braum	LCK	1
Varus	Jarvan IV	Galio	Taric	Vladimir	Ezreal	Camille	Cassiopeia	Braum	Ornn	Gnar	Ryze	Sejuani	Corki	Malzahar	Gangplank	Zoe	Azir	Tahm Kench	Alistar	LCK	1
Tristana	Sejuani	Malzahar	Alistar	Camille	Xayah	Zac	Vladimir	Taric	Shen	Azir	Jarvan IV	Varus	Ezreal	Kalista	Zoe	Galio	Skarner	Ryze	Orianna	LCK	0
Ezreal	Jarvan IV	Malzahar	Tahm Kench	Gnar	Varus	Sejuani	Taliyah	Taric	Vladimir	Gangplank	Kalista	Azir	Jayce	Camille	Ryze	Galio	Zoe	LeBlanc	Alistar	LCK	0
Caitlyn	Zac	Ryze	Braum	Camille	Kog'Maw	Kha'zix	Taliyah	Tahm Kench	Gnar	Galio	Zoe	Kalista	Azir	Malzahar	Sejuani	Gangplank	Ezreal	Jarvan IV	Jax	LCK	1
Varus	Jarvan IV	Ryze	Tahm Kench	Gnar	Caitlyn	Jax	Azir	Braum	Camille	Gangplank	Sejuani	Xayah	Shen	Janna	Zoe	Ezreal	Kalista	Taric	Kha'zix	LMS	0
Kalista	Kha'zix	Taliyah	Alistar	Gnar	Caitlyn	Jax	Karma	Tahm Kench	Gangplank	Sejuani	Xayah	Azir	Corki	Braum	Zoe	Ezreal	Ryze	Taric	Galio	LMS	1
Tristana	Jarvan IV	Zoe	Alistar	Gnar	Jhin	Sejuani	Kassadin	Shen	Camille	Gangplank	Xayah	Azir	Caitlyn	Varus	Kalista	Ezreal	Ryze	Taric	Tahm Kench	LMS	1
Xayah	Nunu	Azir	Taric	Gnar	Tristana	Jarvan IV	Ryze	Braum	Camille	Galio	Ezreal	Gangplank	Vladimir	Ornn	Zoe	Sejuani	Riven	Varus	Kog'Maw	LMS	0
Sivir	Rengar	Ryze	Alistar	Gnar	Tristana	Kha'zix	Malzahar	Braum	Gangplank	Sejuani	Camille	Nunu	Rakan	Varus	Zoe	Ezreal	Azir	Kalista	Tahm Kench	LMS	0
Tristana	Camille	Cassiopeia	Braum	Ornn	Caitlyn	Kha'zix	Ryze	Tahm Kench	Illaoi	Zoe	Sejuani	Gangplank	Vladimir	Lulu	Ezreal	Azir	Galio	Jarvan IV	Janna	LMS	1
Ezreal	Jarvan IV	Taliyah	Taric	Ornn	Tristana	Jax	Ryze	Braum	Gnar	Kha'zix	Gangplank	Malzahar	Caitlyn	Cassiopeia	Azir	Zoe	Sejuani	Alistar	Janna	LMS	1
Kog'Maw	Sejuani	Corki	Tahm Kench	Camille	Tristana	Jarvan IV	Kassadin	Braum	Gnar	Zoe	Ryze	Ornn	Taliyah	Orianna	Gangplank	Ezreal	Azir	Caitlyn	Xayah	LMS	1
Tristana	Zac	Corki	Alistar	Gangplank	Caitlyn	Sejuani	Kassadin	Braum	Vladimir	Ornn	Zoe	Ryze	Gnar	Camille	Ezreal	Cassiopeia	Azir	Tahm Kench	Taric	LMS	1
Kalista	Jarvan IV	Ryze	Shen	Camille	Xayah	Sejuani	Taliyah	Alistar	Gnar	Gangplank	Malzahar	Galio	Varus	Tristana	Zoe	Azir	Ezreal	Tahm Kench	Taric	LMS	1
Kalista	Gragas	Ryze	Tahm Kench	Gnar	Tristana	Sejuani	Taliyah	Braum	Camille	Gangplank	Malzahar	Galio	Xayah	Varus	Zoe	Azir	Ezreal	Zac	Jarvan IV	LMS	0
Kalista	Gragas	Corki	Alistar	Camille	Caitlyn	Kha'zix	Galio	Braum	Gnar	Gangplank	Malzahar	Sejuani	Tristana	Xayah	Zoe	Azir	Ezreal	Jarvan IV	Zac	LMS	1
Varus	Sejuani	Corki	Shen	Gnar	Tristana	Zac	Taliyah	Ornn	Vladimir	Alistar	Azir	Malzahar	Gangplank	Camille	Zoe	Kog'Maw	Ryze	Taric	Braum	NAAc	1
Kalista	Sejuani	Galio	Thresh	Poppy	Ezreal	Jarvan IV	Azir	Braum	Shen	Ryze	Tristana	Kog'Maw	Alistar	Gnar	Gangplank	Zoe	Camille	Ornn	Kennen	NAAc	0
Kog'Maw	Sejuani	Corki	Braum	Gnar	Kalista	Zac	Twisted Fate	Tahm Kench	Gangplank	Ryze	Vladimir	Camille	Alistar	Cassiopeia	Zoe	Galio	Azir	Taliyah	Orianna	NAAc	0
Varus	Sejuani	Ryze	Alistar	Poppy	Xayah	Gragas	Azir	Janna	Camille	Gangplank	Tristana	Taric	Rakan	Jarvan IV	Zoe	Kog'Maw		Urgot	Yorick	NAAc	0
Tristana	Sejuani	Vladimir	Taric	Gangplank	Ezreal	Camille	Galio	Braum	Singed	Evelynn	Ornn	Taliyah	Zac	Rengar	Zoe	Ryze	Azir	Corki	Veigar	NAAc	0
Kog'Maw	Rengar	Galio	Alistar	Maokai	Kalista	Nunu	Azir	Tahm Kench	Gnar	Evelynn	Camille	Taliyah	Ezreal	Tristana	Zoe	Gangplank	Ryze	Jayce	Jarvan IV	NAAc	1
Ezreal	Jarvan IV	Ryze	Alistar	Akali	Vayne	Sejuani	Azir	Taric	Camille	Xayah	Tristana	Cassiopeia	Kalista	Caitlyn	Zoe	Kog'Maw	Varus	Gnar	Gangplank	NAAc	1
Tristana	Jarvan IV	Syndra	Braum	Camille	Ezreal	Sejuani	Twisted Fate	Alistar	Gangplank	Tahm Kench	Galio	Jax	Kalista	Xayah	Zoe	Azir	Ryze	Veigar	Orianna	NAAc	1
Tristana	Jarvan IV	Orianna	Tahm Kench	Camille	Ezreal	Sejuani	Corki	Alistar	Ornn	Nunu	Gnar	Twisted Fate	Taric	LeBlanc	Azir	Ryze	Zoe	Braum	Galio	NAAc	0
Ezreal	Jarvan IV	Galio	Braum	Gnar	Varus	Sejuani	Fiora	Morgana	Sion	Ryze	Kog'Maw	Zoe	Corki	Taliyah	Gangplank	Camille	Azir	Kalista	Rakan	NAAc	1
Ezreal	Jarvan IV	Zoe	Taric	Gnar	Caitlyn	Sejuani	Twisted Fate	Janna	Camille	Galio	Tahm Kench	Azir	Malzahar	LeBlanc	Taliyah	Ryze	Kalista	Jinx	Xayah	EULCS	0
Ezreal	Sejuani	Ryze	Braum	Gnar	Varus	Jarvan IV	Azir	Taric	Gangplank	Zoe	Galio	Caitlyn	Thresh	Janna	Camille	Kalista	Tahm Kench	Blitzcrank	Xayah	EULCS	0
Tristana	Zac	Azir	Taric	Camille	Ezreal	Rengar	Ryze	Ornn	Gangplank	Zoe	Kog'Maw	Xayah	Janna	Varus	Galio	Sejuani	Caitlyn	Braum	Kalista	EULCS	1
Sivir	Jarvan IV	Galio	Alistar	Vladimir	Xayah	Sejuani	Corki	Rakan	Gnar	Ryze	Braum	Camille	Gangplank	Zac	Tahm Kench	Tristana	Azir	Twitch	Ornn	EULCS	1
Varus	Zac	Zoe	Ornn	Gangplank	Tristana	Sejuani	LeBlanc	Tahm Kench	Gnar	Galio	Camille	Azir	Braum	Twitch	Kalista	Jarvan IV	Ryze	Xayah	Kog'Maw	EULCS	1
Caitlyn	Sejuani	Azir	Braum	Vladimir	Ziggs	Jax	Zoe	Thresh	Gangplank	Jarvan IV	Kalista	Ryze	Jinx	Taric	Camille	Tahm Kench	Zac	Gnar	Ornn	EULCS	0
Tristana	Sejuani	Zoe	Braum	Camille	Kog'Maw	Zac	Anivia	Alistar	Fiora	Jarvan IV	Kalista	Ryze	Malzahar	Taliyah	Tahm Kench	Azir	Galio	Janna	Taric	EULCS	1
Caitlyn	Jarvan IV	Ryze	Taric	Camille	Tristana	Zac	Azir	Alistar	Ornn	Zoe	Gangplank	Kog'Maw	Kalista	Xayah	Galio	Sejuani	Tahm Kench	Braum	Ezreal	EULCS	1
Tristana	Jarvan IV	Kassadin	Taric	Ornn	Ezreal	Sejuani	Azir	Braum	Gnar	Camille	Tahm Kench	Gangplank	Caitlyn	Thresh	Galio	Xayah	Vladimir	Zoe	Ryze	EULCS	1
Ezreal	Nunu	Azir	Ornn	Gangplank	Tristana	Zac	Veigar	Alistar	Vladimir	Galio	Rakan	Gnar	Kalista	Varus	Ryze	Tahm Kench	Camille	Braum	Taric	EULCS	1
Xayah	Sejuani	Syndra	Rakan	Gnar	Ezreal	Skarner	Corki	Braum	Gangplank	Malzahar	Galio	Ryze	Zac	Jarvan IV	Zoe	Taliyah	Azir	Tristana	Kalista	NALCS	0
Tristana	Gragas	Taliyah	Braum	Gangplank	Ezreal	Skarner	Corki	Alistar	Vladimir	Camille	Sejuani	Rakan	Varus	Kalista	Azir	Ryze	Zoe	Taric	Tahm Kench	NALCS	0
Twitch	Jarvan IV	Ryze	Braum	Gnar	Ezreal	Sejuani	Aurelion Sol	Tahm Kench	Camille	Kalista	Galio	Gangplank	Alistar	Taric	Zoe	Ornn	Jayce	Rengar	Varus	NALCS	1
Tristana	Skarner	Ryze	Taric	Gnar	Xayah	Jax	Galio	Rakan	Gangplank	Kalista	Ezreal	Nunu	Cassiopeia	Taliyah	Zoe	Sejuani	Kog'Maw	Braum	Alistar	NALCS	0
Ezreal	Jax	Zoe	Braum	Vladimir	Kog'Maw	Sejuani	Galio	Tahm Kench	Camille	Tristana	Rakan	Gnar	Taric	Alistar	Azir	Gangplank	Kalista	Jayce	Fiora	NALCS	1
Jinx	Skarner	Azir	Tahm Kench	Vladimir	Ezreal	Jax	Taliyah	Alistar	Gangplank	Galio	Cassiopeia	Xayah	Zac	Jarvan IV	Sejuani	Zoe	Ryze	Varus	Kalista	NALCS	1
Ezreal	Sejuani	Azir	Taric	Ornn	Kog'Maw	Camille	Orianna	Shen	Illaoi	Galio	Kalista	Gnar	Braum	Rengar	Zoe	Gangplank	Ryze	Jayce	Fiora	NALCS	0
Ezreal	Jax	Galio	Taric	Gangplank	Kalista	Sejuani	Fiora	Alistar	Vladimir	Aurelion Sol	Ryze	Camille	Jayce	Corki	Zoe	Taliyah	Azir	Ornn	Rakan	NALCS	1
Kog'Maw	Sejuani	Ryze	Taric	Gnar	Kalista	Zac	Cassiopeia	Braum	Gangplank	Lucian	Camille	Azir	Alistar	Shen	Zoe	Tristana	Taliyah	Ezreal	Varus	NALCS	0
Kalista	Sejuani	Galio	Braum	Camille	Ezreal	Kha'zix	Cassiopeia	Shen	Gnar	Gangplank	Corki	Ryze	Taric	Skarner	Zoe	Taliyah	Azir	Twitch	Kog'Maw	NALCS	0
Jinx	Jarvan IV	Azir	Nami	Vladimir	Caitlyn	Sejuani	Xerath	Thresh	Karma	Ornn	Galio	Zoe	Camille	Janna	Kalista	Nunu	Gangplank	Cho'gath	Urgot	TCL	1
Xayah	Nunu	Galio	Rakan	Cho'gath	Caitlyn	Jax	Corki	Morgana	Gangplank	Kalista	Azir	Jarvan IV	Gnar	Ornn	Zoe	Vladimir	Sejuani	Camille	Ryze	TCL	0
Kog'Maw	Cho'gath	Azir	Tahm Kench	Gangplank	Ezreal	Sejuani	Vladimir	Taric	Camille	Jarvan IV	Gnar	Janna	Xerath	Veigar	Kalista	Zoe	Ryze	Ivern	Nunu	TCL	0
Ezreal	Sejuani	Ryze	Taric	Gnar	Caitlyn	Jarvan IV	Taliyah	Janna	Ornn	Alistar	Zoe	Tristana	Camille	Vladimir	Kalista	Varus	Azir	Braum	Morgana	TCL	0
Ezreal	Sejuani	Taliyah	Braum	Vladimir	Kog'Maw	Zac	Ryze	Shen	Gangplank	Jarvan IV	Nidalee	Kalista	Tahm Kench	Taric	Zoe	Ivern	Nunu	Janna	Ornn	TCL	0
Kalista	Jarvan IV	Taliyah	Braum	Ornn	Xayah	Sejuani	LeBlanc	Taric	Camille	Azir	Gnar	Ryze	Rakan	Galio	Nunu	Gangplank	Zoe	Jax	Vladimir	TCL	1
Kalista	Sejuani	Xerath	Braum	Gnar	Xayah	Jarvan IV	Vladimir	Taric	Jayce	Ryze	Tahm Kench	Alistar	Rakan	Zac	Zoe	Nunu	Ezreal	Cassiopeia	Thresh	TCL	1
Tristana	Nunu	Cassiopeia	Braum	Gangplank	Caitlyn	Skarner	Taliyah	Janna	Ornn	Zac	Sejuani	Jarvan IV	Gnar	Vladimir	Ryze	Azir	Zoe	Nami	Taric	TCL	1
Varus	Zac	Ryze	Alistar	Nasus	Kog'Maw	Sejuani	Taliyah	Tahm Kench	Gangplank	Jarvan IV	Camille	Kalista	Cassiopeia	Gnar	Azir	Zoe	Braum	Janna	Taric	TCL	0
Xayah	Sejuani	Azir	Alistar	Ornn	Caitlyn	Gragas	Veigar	Taric	Gangplank	Ezreal	Nunu	Morgana	Tahm Kench	Braum	Ryze	Kalista	Zoe	Camille	Tristana	TCL	0
Ezreal	Sejuani	Taliyah	Veigar	Gangplank	Tristana	Gragas	Kassadin	Braum	Vladimir	Azir	Tahm Kench	Alistar	Jarvan IV	Zac	Kalista	Zoe	Ryze	Janna	Taric	TCL	1
Twitch	Jax	Ryze	Janna	Gangplank	Xayah	Zac	Orianna	Lulu	Camille	Caitlyn	Sejuani	Tristana	Rakan	Cassiopeia	Galio	Kalista	Azir	Ziggs	Thresh	EULCS	0
Caitlyn	Sejuani	Ryze	Braum	Camille	Xayah	Zac	Orianna	Rakan	Gangplank	Zoe	Taliyah	Galio	Jax	Fiora	Kalista	Tahm Kench	Azir	Tristana	Alistar	EULCS	0
Ezreal	Jarvan IV	Galio	Braum	Malphite	Xayah	Zac	Azir	Rakan	Gnar	Sejuani	Camille	Vladimir	Corki	Ryze	Gangplank	Tahm Kench	Kalista	Ornn	Jayce	EULCS	1
Tristana	Zac	Galio	Alistar	Gangplank	Kalista	Sejuani	Zoe	Morgana	Gnar	Ryze	Jarvan IV	Camille	Thresh	Taric	Tahm Kench	Braum	Varus	Malzahar	LeBlanc	EULCS	1
Tristana	Sejuani	Galio	Taric	Gnar	Ezreal	Zac	Corki	Braum	Gangplank	Jarvan IV	Xayah	Sivir	Twitch	Varus	Camille	Zoe	Tahm Kench	Ryze	Azir	EULCS	0
Ezreal	Jarvan IV	Zoe	Braum	Gangplank	Tristana	Sejuani	Kassadin	Taric	Vladimir	Camille	Tahm Kench	Rakan	Galio	Alistar	Ryze	Azir	Taliyah	Caitlyn	Kalista	EULCS	1
Ezreal	Jax	Ryze	Braum	Gangplank	Tristana	Jarvan IV	Galio	Zilean	Ornn	Zac	Xayah	Thresh	Gnar	Vladimir	Kalista	Tahm Kench	Camille	Caitlyn	Varus	EULCS	0
Ezreal	Zac	Azir	Braum	Cho'gath	Tristana	Sejuani	Corki	Janna	Ornn	Gnar	Camille	Ryze	Galio	Kassadin	Zoe	Gangplank	Caitlyn	Varus	Kalista	EULCS	0
Xayah	Kha'zix	Ryze	Rakan	Gnar	Tristana	Jarvan IV	Zoe	Taric	Ornn	Sejuani	Camille	Tahm Kench	Viktor	Alistar	Galio	Kalista	Gangplank	Ezreal	Braum	EULCS	0
Ezreal	Sejuani	Corki	Braum	Ornn	Varus	Jax	Azir	Janna	Cho'gath	Zilean	Camille	Zac	Tahm Kench	Morgana	Tristana	Gangplank	Xayah	Twitch	Sivir	EULCS	1
Tristana	Zac	Zoe	Shen	Gnar	Ezreal	Skarner	Galio	Tahm Kench	Maokai	Ryze	Azir	Alistar	Vladimir	Braum	Evelynn	Gangplank	Camille	Taric	Jax	NAAc	0
Ezreal	Jax	Galio	Braum	Ornn	Tristana	Sejuani	Taliyah	Tahm Kench	Illaoi	Gangplank	Camille	Azir	Corki	Ryze	Zoe	Kha'zix	Gnar	Lee Sin	Vladimir	NAAc	1
Ezreal	Kha'zix	Ryze	Alistar	Maokai	Tristana	Sejuani	Taliyah	Shen	Fiora	Camille	Gangplank	Azir	Braum	Taric	Zoe	Ornn	Galio	Zac	Gnar	NAAc	1
Xayah	Jax	Aurelion Sol	Rakan	Yorick	Ezreal	Jarvan IV	Azir	Tahm Kench	Gangplank	Gnar	Kalista	Skarner	Alistar	Braum	Zoe	Camille	Sejuani	Ryze	Vladimir	NAAc	0
Xayah	Skarner	Cassiopeia	Rakan	Gangplank	Ezreal	Gragas	Corki	Braum	Gnar	Camille	Ryze	Sejuani	Nunu	Jax	Zoe	Tristana	Azir	Taliyah	Riven	NAAc	1
Ezreal	Sejuani	Syndra	Alistar	Gangplank	Varus	Gragas	Azir	Tahm Kench	Gnar	Skarner	Galio	Ryze	Nunu	Zac	Zoe	Tristana	Camille	Veigar	Braum	NAAc	1
Varus	Sejuani	Zoe	Zilean	Camille	Ezreal	Skarner	Azir	Lulu	Jax	Vladimir	Galio	Gnar	Malphite	Poppy	Gangplank	Alistar	Ryze	Tristana	Xayah	NAAc	0
Ezreal	Jax	Galio	Taric	Gangplank	Tristana	Sejuani	Taliyah	Alistar	Ornn	Ryze	Gnar	Varus	Cassiopeia	Viktor	Camille	Zoe	Azir	Braum	Evelynn	NAAc	0
Sivir	Jax	Zoe	Alistar	Maokai	Ezreal	Jarvan IV	Ryze	Tahm Kench	Ornn	Camille	LeBlanc	Rakan	Skarner	Yorick	Gnar	Braum	Galio	Gangplank	Tristana	NAAc	0
Tristana	Nunu	Azir	Taric	Lucian	Varus	Zac	Syndra	Alistar	Gangplank	Sejuani	Camille	Galio	Urgot	Illaoi	Skarner	Zoe	Xayah	Riven	Gnar	NAAc	0
Varus	Jarvan IV	Ryze	Shen	Gangplank	Xayah	Kha'zix	Galio	Rakan	Vladimir	Tristana	Taliyah	Camille	Cassiopeia	Syndra	Zoe	Azir	Sejuani	Taric	Alistar	CBLoL	0
Xayah	Jarvan IV	Galio	Tahm Kench	Gangplank	Ezreal	Zac	Zoe	Braum	Gnar	Azir	Camille	Sejuani	Taric	Alistar	Tristana	Taliyah	Vladimir	Rakan	Skarner	CBLoL	0
Ezreal	Rammus	Cassiopeia	Taric	Gangplank	Kalista	Kha'zix	Vel'koz	Alistar	Vladimir	Tristana	Taliyah	Camille	Xayah	Varus	Zoe	Azir	Sejuani	Jarvan IV	Skarner	CBLoL	1
Tristana	Jarvan IV	Zoe	Taric	Gnar	Ezreal	Sejuani	Malzahar	Alistar	Camille	Evelynn	Galio	Gangplank	Taliyah	Syndra	Kalista	Vladimir	Azir	Kha'zix	Jayce	CBLoL	1
Tristana	Sejuani	Zoe	Braum	Riven	Kalista	Kha'zix	Malzahar	Taric	Gangplank	Vladimir	Azir	Ezreal	Kassadin	Alistar	Evelynn	Galio	Ryze	Zac	Camille	CBLoL	1
Tristana	Sejuani	Taliyah	Janna	Jayce	Caitlyn	Jarvan IV	Ryze	Alistar	Ornn	Evelynn	Galio	Gangplank	Camille	Zac	Vladimir	Azir	Zoe	Taric	Tahm Kench	CBLoL	1
